gencodeId	geneSymbol	medianTPM	release	tissueId
ENSG00000013306.11	SLC25A39	32.01	v7	Brain_Hippocampus
ENSG00000013306.11	SLC25A39	48.37	v7	Brain_Hypothalamus
ENSG00000013306.11	SLC25A39	39.57	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000013306.11	SLC25A39	31.505	v7	Brain_Putamen_basal_ganglia
ENSG00000013306.11	SLC25A39	54.29	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000013306.11	SLC25A39	41.995	v7	Brain_Substantia_nigra
ENSG00000013306.11	SLC25A39	68.735	v7	Breast_Mammary_Tissue
ENSG00000013306.11	SLC25A39	122.65	v7	Cells_EBV-transformed_lymphocytes
ENSG00000013306.11	SLC25A39	78.16	v7	Cells_Transformed_fibroblasts
ENSG00000013306.11	SLC25A39	94.025	v7	Cervix_Ectocervix
ENSG00000013306.11	SLC25A39	81.45	v7	Cervix_Endocervix
ENSG00000013306.11	SLC25A39	65.73	v7	Colon_Sigmoid
ENSG00000013306.11	SLC25A39	84.625	v7	Colon_Transverse
ENSG00000013306.11	SLC25A39	68.115	v7	Esophagus_Gastroesophageal_Junction
ENSG00000013306.11	SLC25A39	143.5	v7	Esophagus_Mucosa
ENSG00000013306.11	SLC25A39	64.29	v7	Esophagus_Muscularis
ENSG00000013306.11	SLC25A39	79.2	v7	Fallopian_Tube
ENSG00000013306.11	SLC25A39	39.05	v7	Heart_Atrial_Appendage
ENSG00000013306.11	SLC25A39	26.76	v7	Heart_Left_Ventricle
ENSG00000013306.11	SLC25A39	127.7	v7	Kidney_Cortex
ENSG00000013306.11	SLC25A39	66.7	v7	Liver
ENSG00000013306.11	SLC25A39	85.57	v7	Lung
ENSG00000013306.11	SLC25A39	87.39	v7	Minor_Salivary_Gland
ENSG00000013306.11	SLC25A39	23.215	v7	Muscle_Skeletal
ENSG00000013306.11	SLC25A39	62.615	v7	Nerve_Tibial
ENSG00000013306.11	SLC25A39	78.59	v7	Ovary
ENSG00000013306.11	SLC25A39	57.66	v7	Pancreas
ENSG00000013306.11	SLC25A39	117.1	v7	Pituitary
ENSG00000013306.11	SLC25A39	116.75	v7	Prostate
ENSG00000013306.11	SLC25A39	102.4	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000013306.11	SLC25A39	100.9	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000013306.11	SLC25A39	79.18	v7	Small_Intestine_Terminal_Ileum
ENSG00000013306.11	SLC25A39	120.5	v7	Spleen
ENSG00000013306.11	SLC25A39	74.14	v7	Stomach
ENSG00000013306.11	SLC25A39	152.0	v7	Testis
ENSG00000013306.11	SLC25A39	148.7	v7	Thyroid
ENSG00000013306.11	SLC25A39	76.76	v7	Uterus
ENSG00000013306.11	SLC25A39	92.14	v7	Vagina
ENSG00000013306.11	SLC25A39	753.8	v7	Whole_Blood
ENSG00000019582.10	CD74	1396.5	v7	Adipose_Subcutaneous
ENSG00000019582.10	CD74	846.9	v7	Adipose_Visceral_Omentum
ENSG00000019582.10	CD74	551.85	v7	Adrenal_Gland
ENSG00000019582.10	CD74	758.1	v7	Artery_Aorta
ENSG00000019582.10	CD74	932.7	v7	Artery_Coronary
ENSG00000019582.10	CD74	492.7	v7	Artery_Tibial
ENSG00000019582.10	CD74	433.2	v7	Bladder
ENSG00000019582.10	CD74	123.95	v7	Brain_Amygdala
ENSG00000019582.10	CD74	60.61	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000019582.10	CD74	102.1	v7	Brain_Caudate_basal_ganglia
ENSG00000019582.10	CD74	52.465	v7	Brain_Cerebellar_Hemisphere
ENSG00000019582.10	CD74	38.29	v7	Brain_Cerebellum
ENSG00000019582.10	CD74	59.3	v7	Brain_Cortex
ENSG00000019582.10	CD74	64.43	v7	Brain_Frontal_Cortex_BA9
ENSG00000019582.10	CD74	137.5	v7	Brain_Hippocampus
ENSG00000019582.10	CD74	202.1	v7	Brain_Hypothalamus
ENSG00000019582.10	CD74	79.59	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000019582.10	CD74	68.515	v7	Brain_Putamen_basal_ganglia
ENSG00000019582.10	CD74	785.4	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000019582.10	CD74	252.9	v7	Brain_Substantia_nigra
ENSG00000019582.10	CD74	1018.5	v7	Breast_Mammary_Tissue
ENSG00000019582.10	CD74	4715.5	v7	Cells_EBV-transformed_lymphocytes
ENSG00000019582.10	CD74	2.467	v7	Cells_Transformed_fibroblasts
ENSG00000019582.10	CD74	357.4	v7	Cervix_Ectocervix
ENSG00000019582.10	CD74	1211.0	v7	Cervix_Endocervix
ENSG00000019582.10	CD74	338.5	v7	Colon_Sigmoid
ENSG00000019582.10	CD74	414.45	v7	Colon_Transverse
ENSG00000019582.10	CD74	376.75	v7	Esophagus_Gastroesophageal_Junction
ENSG00000019582.10	CD74	294.4	v7	Esophagus_Mucosa
ENSG00000019582.10	CD74	376.35	v7	Esophagus_Muscularis
ENSG00000019582.10	CD74	749.7	v7	Fallopian_Tube
ENSG00000019582.10	CD74	201.3	v7	Heart_Atrial_Appendage
ENSG00000019582.10	CD74	147.3	v7	Heart_Left_Ventricle
ENSG00000019582.10	CD74	707.7	v7	Kidney_Cortex
ENSG00000019582.10	CD74	113.8	v7	Liver
ENSG00000019582.10	CD74	2405.0	v7	Lung
ENSG00000019582.10	CD74	526.7	v7	Minor_Salivary_Gland
ENSG00000019582.10	CD74	98.75	v7	Muscle_Skeletal
ENSG00000019582.10	CD74	1552.5	v7	Nerve_Tibial
ENSG00000019582.10	CD74	208.1	v7	Ovary
ENSG00000019582.10	CD74	95.015	v7	Pancreas
ENSG00000019582.10	CD74	358.2	v7	Pituitary
ENSG00000019582.10	CD74	521.2	v7	Prostate
ENSG00000019582.10	CD74	472.6	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000019582.10	CD74	526.2	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000019582.10	CD74	1506.0	v7	Small_Intestine_Terminal_Ileum
ENSG00000019582.10	CD74	3808.5	v7	Spleen
ENSG00000019582.10	CD74	326.45	v7	Stomach
ENSG00000019582.10	CD74	97.96	v7	Testis
ENSG00000019582.10	CD74	836.55	v7	Thyroid
ENSG00000019582.10	CD74	647.5	v7	Uterus
ENSG00000019582.10	CD74	472.3	v7	Vagina
ENSG00000019582.10	CD74	932.5	v7	Whole_Blood
ENSG00000034510.4	TMSB10	3096.0	v7	Adipose_Subcutaneous
ENSG00000034510.4	TMSB10	2654.0	v7	Adipose_Visceral_Omentum
ENSG00000034510.4	TMSB10	718.25	v7	Adrenal_Gland
ENSG00000034510.4	TMSB10	1529.0	v7	Artery_Aorta
ENSG00000034510.4	TMSB10	2191.0	v7	Artery_Coronary
ENSG00000034510.4	TMSB10	1335.0	v7	Artery_Tibial
ENSG00000034510.4	TMSB10	1159.0	v7	Bladder
ENSG00000034510.4	TMSB10	1469.5	v7	Brain_Amygdala
ENSG00000034510.4	TMSB10	1687.0	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000034510.4	TMSB10	1192.0	v7	Brain_Caudate_basal_ganglia
ENSG00000034510.4	TMSB10	361.25	v7	Brain_Cerebellar_Hemisphere
ENSG00000034510.4	TMSB10	314.0	v7	Brain_Cerebellum
ENSG00000034510.4	TMSB10	1303.0	v7	Brain_Cortex
ENSG00000034510.4	TMSB10	1784.0	v7	Brain_Frontal_Cortex_BA9
ENSG00000034510.4	TMSB10	902.9	v7	Brain_Hippocampus
ENSG00000034510.4	TMSB10	978.1	v7	Brain_Hypothalamus
ENSG00000034510.4	TMSB10	1283.0	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000034510.4	TMSB10	964.85	v7	Brain_Putamen_basal_ganglia
ENSG00000034510.4	TMSB10	826.2	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000034510.4	TMSB10	759.8	v7	Brain_Substantia_nigra
ENSG00000034510.4	TMSB10	2536.5	v7	Breast_Mammary_Tissue
ENSG00000034510.4	TMSB10	4025.5	v7	Cells_EBV-transformed_lymphocytes
ENSG00000034510.4	TMSB10	6840.0	v7	Cells_Transformed_fibroblasts
ENSG00000034510.4	TMSB10	1541.0	v7	Cervix_Ectocervix
ENSG00000034510.4	TMSB10	1830.0	v7	Cervix_Endocervix
ENSG00000034510.4	TMSB10	1177.0	v7	Colon_Sigmoid
ENSG00000034510.4	TMSB10	2026.5	v7	Colon_Transverse
ENSG00000034510.4	TMSB10	1142.0	v7	Esophagus_Gastroesophageal_Junction
ENSG00000034510.4	TMSB10	1936.0	v7	Esophagus_Mucosa
ENSG00000034510.4	TMSB10	1209.0	v7	Esophagus_Muscularis
ENSG00000034510.4	TMSB10	1547.0	v7	Fallopian_Tube
ENSG00000034510.4	TMSB10	662.5	v7	Heart_Atrial_Appendage
ENSG00000034510.4	TMSB10	466.8	v7	Heart_Left_Ventricle
ENSG00000034510.4	TMSB10	1121.0	v7	Kidney_Cortex
ENSG00000034510.4	TMSB10	193.6	v7	Liver
ENSG00000034510.4	TMSB10	3613.0	v7	Lung
ENSG00000034510.4	TMSB10	1450.0	v7	Minor_Salivary_Gland
ENSG00000034510.4	TMSB10	192.75	v7	Muscle_Skeletal
ENSG00000034510.4	TMSB10	3600.5	v7	Nerve_Tibial
ENSG00000034510.4	TMSB10	4102.0	v7	Ovary
ENSG00000034510.4	TMSB10	326.55	v7	Pancreas
ENSG00000034510.4	TMSB10	815.2	v7	Pituitary
ENSG00000034510.4	TMSB10	1047.5	v7	Prostate
ENSG00000034510.4	TMSB10	1056.0	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000034510.4	TMSB10	1197.0	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000034510.4	TMSB10	2367.0	v7	Small_Intestine_Terminal_Ileum
ENSG00000034510.4	TMSB10	2808.0	v7	Spleen
ENSG00000034510.4	TMSB10	927.1	v7	Stomach
ENSG00000034510.4	TMSB10	1213.0	v7	Testis
ENSG00000034510.4	TMSB10	1481.0	v7	Thyroid
ENSG00000034510.4	TMSB10	1513.0	v7	Uterus
ENSG00000034510.4	TMSB10	1797.0	v7	Vagina
ENSG00000034510.4	TMSB10	1439.0	v7	Whole_Blood
ENSG00000059804.11	SLC2A3	148.75	v7	Adipose_Subcutaneous
ENSG00000059804.11	SLC2A3	188.0	v7	Adipose_Visceral_Omentum
ENSG00000059804.11	SLC2A3	1.0027999999999999E1	v7	Adrenal_Gland
ENSG00000059804.11	SLC2A3	50.61	v7	Artery_Aorta
ENSG00000059804.11	SLC2A3	48.95	v7	Artery_Coronary
ENSG00000059804.11	SLC2A3	68.97	v7	Artery_Tibial
ENSG00000059804.11	SLC2A3	23.27	v7	Bladder
ENSG00000059804.11	SLC2A3	20.935	v7	Brain_Amygdala
ENSG00000059804.11	SLC2A3	28.84	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000059804.11	SLC2A3	21.185	v7	Brain_Caudate_basal_ganglia
ENSG00000059804.11	SLC2A3	63.675	v7	Brain_Cerebellar_Hemisphere
ENSG00000059804.11	SLC2A3	51.41	v7	Brain_Cerebellum
ENSG00000059804.11	SLC2A3	32.095	v7	Brain_Cortex
ENSG00000059804.11	SLC2A3	44.59	v7	Brain_Frontal_Cortex_BA9
ENSG00000059804.11	SLC2A3	22.41	v7	Brain_Hippocampus
ENSG00000059804.11	SLC2A3	39.99	v7	Brain_Hypothalamus
ENSG00000059804.11	SLC2A3	28.66	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000059804.11	SLC2A3	16.77	v7	Brain_Putamen_basal_ganglia
ENSG00000059804.11	SLC2A3	37.57	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000059804.11	SLC2A3	25.15	v7	Brain_Substantia_nigra
ENSG00000059804.11	SLC2A3	96.235	v7	Breast_Mammary_Tissue
ENSG00000059804.11	SLC2A3	96.06	v7	Cells_EBV-transformed_lymphocytes
ENSG00000059804.11	SLC2A3	85.57	v7	Cells_Transformed_fibroblasts
ENSG00000059804.11	SLC2A3	29.945	v7	Cervix_Ectocervix
ENSG00000059804.11	SLC2A3	26.32	v7	Cervix_Endocervix
ENSG00000059804.11	SLC2A3	38.86	v7	Colon_Sigmoid
ENSG00000059804.11	SLC2A3	13.455	v7	Colon_Transverse
ENSG00000059804.11	SLC2A3	27.95	v7	Esophagus_Gastroesophageal_Junction
ENSG00000059804.11	SLC2A3	7.138999999999999	v7	Esophagus_Mucosa
ENSG00000059804.11	SLC2A3	24.71	v7	Esophagus_Muscularis
ENSG00000059804.11	SLC2A3	32.55	v7	Fallopian_Tube
ENSG00000059804.11	SLC2A3	47.57	v7	Heart_Atrial_Appendage
ENSG00000059804.11	SLC2A3	7.49	v7	Heart_Left_Ventricle
ENSG00000059804.11	SLC2A3	17.09	v7	Kidney_Cortex
ENSG00000059804.11	SLC2A3	6.848	v7	Liver
ENSG00000059804.11	SLC2A3	149.7	v7	Lung
ENSG00000059804.11	SLC2A3	15.93	v7	Minor_Salivary_Gland
ENSG00000059804.11	SLC2A3	16.68	v7	Muscle_Skeletal
ENSG00000059804.11	SLC2A3	119.4	v7	Nerve_Tibial
ENSG00000059804.11	SLC2A3	37.79	v7	Ovary
ENSG00000059804.11	SLC2A3	3.3665	v7	Pancreas
ENSG00000059804.11	SLC2A3	49.81	v7	Pituitary
ENSG00000059804.11	SLC2A3	23.525	v7	Prostate
ENSG00000059804.11	SLC2A3	25.0	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000059804.11	SLC2A3	28.99	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000059804.11	SLC2A3	17.35	v7	Small_Intestine_Terminal_Ileum
ENSG00000059804.11	SLC2A3	85.45	v7	Spleen
ENSG00000059804.11	SLC2A3	11.235	v7	Stomach
ENSG00000059804.11	SLC2A3	13.48	v7	Testis
ENSG00000059804.11	SLC2A3	55.985	v7	Thyroid
ENSG00000059804.11	SLC2A3	34.9	v7	Uterus
ENSG00000059804.11	SLC2A3	34.9	v7	Vagina
ENSG00000059804.11	SLC2A3	798.9	v7	Whole_Blood
ENSG00000066336.7	SPI1	31.78	v7	Adipose_Subcutaneous
ENSG00000066336.7	SPI1	34.12	v7	Adipose_Visceral_Omentum
ENSG00000066336.7	SPI1	17.525	v7	Adrenal_Gland
ENSG00000066336.7	SPI1	23.78	v7	Artery_Aorta
ENSG00000066336.7	SPI1	28.76	v7	Artery_Coronary
ENSG00000066336.7	SPI1	10.42	v7	Artery_Tibial
ENSG00000066336.7	SPI1	16.09	v7	Bladder
ENSG00000066336.7	SPI1	5.6765	v7	Brain_Amygdala
ENSG00000066336.7	SPI1	3.5780000000000003	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000066336.7	SPI1	5.593999999999999	v7	Brain_Caudate_basal_ganglia
ENSG00000066336.7	SPI1	2.8125	v7	Brain_Cerebellar_Hemisphere
ENSG00000066336.7	SPI1	2.487	v7	Brain_Cerebellum
ENSG00000066336.7	SPI1	3.4045	v7	Brain_Cortex
ENSG00000066336.7	SPI1	3.6439999999999997	v7	Brain_Frontal_Cortex_BA9
ENSG00000066336.7	SPI1	5.2010000000000005	v7	Brain_Hippocampus
ENSG00000066336.7	SPI1	7.077000000000001	v7	Brain_Hypothalamus
ENSG00000066336.7	SPI1	5.486000000000001	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000066336.7	SPI1	4.654	v7	Brain_Putamen_basal_ganglia
ENSG00000066336.7	SPI1	21.39	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000066336.7	SPI1	10.715	v7	Brain_Substantia_nigra
ENSG00000066336.7	SPI1	17.45	v7	Breast_Mammary_Tissue
ENSG00000066336.7	SPI1	37.075	v7	Cells_EBV-transformed_lymphocytes
ENSG00000066336.7	SPI1	0.1692	v7	Cells_Transformed_fibroblasts
ENSG00000066336.7	SPI1	8.5715	v7	Cervix_Ectocervix
ENSG00000066336.7	SPI1	17.23	v7	Cervix_Endocervix
ENSG00000066336.7	SPI1	10.79	v7	Colon_Sigmoid
ENSG00000066336.7	SPI1	12.62	v7	Colon_Transverse
ENSG00000066336.7	SPI1	10.035	v7	Esophagus_Gastroesophageal_Junction
ENSG00000066336.7	SPI1	6.7620000000000005	v7	Esophagus_Mucosa
ENSG00000066336.7	SPI1	10.97	v7	Esophagus_Muscularis
ENSG00000066336.7	SPI1	17.69	v7	Fallopian_Tube
ENSG00000066336.7	SPI1	6.9670000000000005	v7	Heart_Atrial_Appendage
ENSG00000066336.7	SPI1	3.713	v7	Heart_Left_Ventricle
ENSG00000066336.7	SPI1	5.861000000000001	v7	Kidney_Cortex
ENSG00000066336.7	SPI1	5.882999999999999	v7	Liver
ENSG00000066336.7	SPI1	131.0	v7	Lung
ENSG00000066336.7	SPI1	12.28	v7	Minor_Salivary_Gland
ENSG00000066336.7	SPI1	1.964	v7	Muscle_Skeletal
ENSG00000066336.7	SPI1	22.585	v7	Nerve_Tibial
ENSG00000066336.7	SPI1	5.155	v7	Ovary
ENSG00000066336.7	SPI1	2.7125	v7	Pancreas
ENSG00000066336.7	SPI1	6.625	v7	Pituitary
ENSG00000066336.7	SPI1	11.235	v7	Prostate
ENSG00000066336.7	SPI1	11.17	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000066336.7	SPI1	11.45	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000066336.7	SPI1	22.93	v7	Small_Intestine_Terminal_Ileum
ENSG00000066336.7	SPI1	198.4	v7	Spleen
ENSG00000066336.7	SPI1	6.7095	v7	Stomach
ENSG00000066336.7	SPI1	5.0089999999999995	v7	Testis
ENSG00000066336.7	SPI1	10.375	v7	Thyroid
ENSG00000066336.7	SPI1	9.532	v7	Uterus
ENSG00000066336.7	SPI1	9.302999999999999	v7	Vagina
ENSG00000066336.7	SPI1	908.0	v7	Whole_Blood
ENSG00000074800.9	ENO1	612.95	v7	Adipose_Subcutaneous
ENSG00000074800.9	ENO1	530.2	v7	Adipose_Visceral_Omentum
ENSG00000074800.9	ENO1	456.25	v7	Adrenal_Gland
ENSG00000074800.9	ENO1	1094.0	v7	Artery_Aorta
ENSG00000074800.9	ENO1	761.0	v7	Artery_Coronary
ENSG00000074800.9	ENO1	826.8	v7	Artery_Tibial
ENSG00000074800.9	ENO1	619.4	v7	Bladder
ENSG00000074800.9	ENO1	459.3	v7	Brain_Amygdala
ENSG00000074800.9	ENO1	603.2	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000074800.9	ENO1	638.05	v7	Brain_Caudate_basal_ganglia
ENSG00000074800.9	ENO1	422.95	v7	Brain_Cerebellar_Hemisphere
ENSG00000074800.9	ENO1	495.6	v7	Brain_Cerebellum
ENSG00000074800.9	ENO1	633.45	v7	Brain_Cortex
ENSG00000074800.9	ENO1	637.7	v7	Brain_Frontal_Cortex_BA9
ENSG00000074800.9	ENO1	428.0	v7	Brain_Hippocampus
ENSG00000074800.9	ENO1	483.5	v7	Brain_Hypothalamus
ENSG00000074800.9	ENO1	700.9	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000074800.9	ENO1	511.0	v7	Brain_Putamen_basal_ganglia
ENSG00000074800.9	ENO1	364.3	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000074800.9	ENO1	405.95	v7	Brain_Substantia_nigra
ENSG00000074800.9	ENO1	574.95	v7	Breast_Mammary_Tissue
ENSG00000074800.9	ENO1	3863.5	v7	Cells_EBV-transformed_lymphocytes
ENSG00000074800.9	ENO1	1996.0	v7	Cells_Transformed_fibroblasts
ENSG00000074800.9	ENO1	644.2	v7	Cervix_Ectocervix
ENSG00000074800.9	ENO1	477.1	v7	Cervix_Endocervix
ENSG00000074800.9	ENO1	472.2	v7	Colon_Sigmoid
ENSG00000074800.9	ENO1	434.8	v7	Colon_Transverse
ENSG00000074800.9	ENO1	604.5	v7	Esophagus_Gastroesophageal_Junction
ENSG00000074800.9	ENO1	1242.0	v7	Esophagus_Mucosa
ENSG00000074800.9	ENO1	752.0	v7	Esophagus_Muscularis
ENSG00000074800.9	ENO1	496.6	v7	Fallopian_Tube
ENSG00000074800.9	ENO1	226.9	v7	Heart_Atrial_Appendage
ENSG00000074800.9	ENO1	97.23	v7	Heart_Left_Ventricle
ENSG00000074800.9	ENO1	678.3	v7	Kidney_Cortex
ENSG00000074800.9	ENO1	295.3	v7	Liver
ENSG00000074800.9	ENO1	706.2	v7	Lung
ENSG00000074800.9	ENO1	796.5	v7	Minor_Salivary_Gland
ENSG00000074800.9	ENO1	127.0	v7	Muscle_Skeletal
ENSG00000074800.9	ENO1	697.3	v7	Nerve_Tibial
ENSG00000074800.9	ENO1	471.3	v7	Ovary
ENSG00000074800.9	ENO1	116.25	v7	Pancreas
ENSG00000074800.9	ENO1	342.2	v7	Pituitary
ENSG00000074800.9	ENO1	455.45	v7	Prostate
ENSG00000074800.9	ENO1	689.0	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000074800.9	ENO1	724.4	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000074800.9	ENO1	494.6	v7	Small_Intestine_Terminal_Ileum
ENSG00000074800.9	ENO1	568.4	v7	Spleen
ENSG00000074800.9	ENO1	300.05	v7	Stomach
ENSG00000074800.9	ENO1	397.6	v7	Testis
ENSG00000074800.9	ENO1	468.35	v7	Thyroid
ENSG00000074800.9	ENO1	514.0	v7	Uterus
ENSG00000074800.9	ENO1	771.4	v7	Vagina
ENSG00000074800.9	ENO1	700.6	v7	Whole_Blood
ENSG00000075624.9	ACTB	3495.5	v7	Adipose_Subcutaneous
ENSG00000075624.9	ACTB	3290.0	v7	Adipose_Visceral_Omentum
ENSG00000075624.9	ACTB	1451.0	v7	Adrenal_Gland
ENSG00000075624.9	ACTB	9100.0	v7	Artery_Aorta
ENSG00000075624.9	ACTB	8122.0	v7	Artery_Coronary
ENSG00000075624.9	ACTB	11410.0	v7	Artery_Tibial
ENSG00000075624.9	ACTB	6485.0	v7	Bladder
ENSG00000075624.9	ACTB	1057.0	v7	Brain_Amygdala
ENSG00000075624.9	ACTB	1166.0	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000075624.9	ACTB	1156.0	v7	Brain_Caudate_basal_ganglia
ENSG00000075624.9	ACTB	1209.5	v7	Brain_Cerebellar_Hemisphere
ENSG00000075624.9	ACTB	1194.0	v7	Brain_Cerebellum
ENSG00000075624.9	ACTB	1330.5	v7	Brain_Cortex
ENSG00000075624.9	ACTB	1514.0	v7	Brain_Frontal_Cortex_BA9
ENSG00000075624.9	ACTB	1136.0	v7	Brain_Hippocampus
ENSG00000075624.9	ACTB	1096.0	v7	Brain_Hypothalamus
ENSG00000075624.9	ACTB	1255.0	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000075624.9	ACTB	939.55	v7	Brain_Putamen_basal_ganglia
