gencodeId	geneSymbol	medianTPM	release	tissueId
ENSG00000163631.12	ALB	1.4569999999999999	v7	Minor_Salivary_Gland
ENSG00000163631.12	ALB	0.3778	v7	Muscle_Skeletal
ENSG00000163631.12	ALB	3.3689999999999998	v7	Nerve_Tibial
ENSG00000163631.12	ALB	2.825	v7	Ovary
ENSG00000163631.12	ALB	352.1	v7	Pancreas
ENSG00000163631.12	ALB	2.926	v7	Pituitary
ENSG00000163631.12	ALB	3.0535	v7	Prostate
ENSG00000163631.12	ALB	1.041	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000163631.12	ALB	0.9586	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000163631.12	ALB	1.449	v7	Small_Intestine_Terminal_Ileum
ENSG00000163631.12	ALB	2.4425	v7	Spleen
ENSG00000163631.12	ALB	5.71	v7	Stomach
ENSG00000163631.12	ALB	4.9	v7	Testis
ENSG00000163631.12	ALB	3.2095	v7	Thyroid
ENSG00000163631.12	ALB	2.177	v7	Uterus
ENSG00000163631.12	ALB	1.766	v7	Vagina
ENSG00000163631.12	ALB	3.1660000000000004	v7	Whole_Blood
ENSG00000136872.13	ALDOB	0.46085	v7	Adipose_Subcutaneous
ENSG00000136872.13	ALDOB	0.5408	v7	Adipose_Visceral_Omentum
ENSG00000136872.13	ALDOB	1.8195	v7	Adrenal_Gland
ENSG00000136872.13	ALDOB	0.5744	v7	Artery_Aorta
ENSG00000136872.13	ALDOB	0.6023	v7	Artery_Coronary
ENSG00000136872.13	ALDOB	0.5152	v7	Artery_Tibial
ENSG00000136872.13	ALDOB	0.3307	v7	Bladder
ENSG00000136872.13	ALDOB	0.4108	v7	Brain_Amygdala
ENSG00000136872.13	ALDOB	0.6014	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000136872.13	ALDOB	0.49115	v7	Brain_Caudate_basal_ganglia
ENSG00000136872.13	ALDOB	0.9014	v7	Brain_Cerebellar_Hemisphere
ENSG00000136872.13	ALDOB	1.026	v7	Brain_Cerebellum
ENSG00000136872.13	ALDOB	0.6829	v7	Brain_Cortex
ENSG00000136872.13	ALDOB	0.7524	v7	Brain_Frontal_Cortex_BA9
ENSG00000136872.13	ALDOB	0.7296	v7	Brain_Hippocampus
ENSG00000136872.13	ALDOB	0.5137	v7	Brain_Hypothalamus
ENSG00000136872.13	ALDOB	0.654	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000136872.13	ALDOB	0.44295	v7	Brain_Putamen_basal_ganglia
ENSG00000136872.13	ALDOB	2.153	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000136872.13	ALDOB	0.7447	v7	Brain_Substantia_nigra
ENSG00000136872.13	ALDOB	0.45685	v7	Breast_Mammary_Tissue
ENSG00000136872.13	ALDOB	0.2304	v7	Cells_EBV-transformed_lymphocytes
ENSG00000136872.13	ALDOB	0.358	v7	Cells_Transformed_fibroblasts
ENSG00000136872.13	ALDOB	0.40965	v7	Cervix_Ectocervix
ENSG00000136872.13	ALDOB	0.511	v7	Cervix_Endocervix
ENSG00000136872.13	ALDOB	1.189	v7	Colon_Sigmoid
ENSG00000136872.13	ALDOB	1.6355	v7	Colon_Transverse
ENSG00000136872.13	ALDOB	0.5642	v7	Esophagus_Gastroesophageal_Junction
ENSG00000136872.13	ALDOB	0.3471	v7	Esophagus_Mucosa
ENSG00000136872.13	ALDOB	0.5584	v7	Esophagus_Muscularis
ENSG00000136872.13	ALDOB	0.6527	v7	Fallopian_Tube
ENSG00000136872.13	ALDOB	0.741	v7	Heart_Atrial_Appendage
ENSG00000136872.13	ALDOB	0.4621	v7	Heart_Left_Ventricle
ENSG00000136872.13	ALDOB	1122.0	v7	Kidney_Cortex
ENSG00000136872.13	ALDOB	2500.0	v7	Liver
ENSG00000136872.13	ALDOB	0.6807	v7	Lung
ENSG00000136872.13	ALDOB	0.4726	v7	Minor_Salivary_Gland
ENSG00000136872.13	ALDOB	0.31785	v7	Muscle_Skeletal
ENSG00000136872.13	ALDOB	0.9427	v7	Nerve_Tibial
ENSG00000136872.13	ALDOB	0.8028	v7	Ovary
ENSG00000136872.13	ALDOB	77.795	v7	Pancreas
ENSG00000136872.13	ALDOB	4.8389999999999995	v7	Pituitary
ENSG00000136872.13	ALDOB	0.66465	v7	Prostate
ENSG00000136872.13	ALDOB	0.3916	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000136872.13	ALDOB	0.2924	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000136872.13	ALDOB	1592.0	v7	Small_Intestine_Terminal_Ileum
ENSG00000136872.13	ALDOB	0.85445	v7	Spleen
ENSG00000136872.13	ALDOB	5.8735	v7	Stomach
ENSG00000136872.13	ALDOB	1.089	v7	Testis
ENSG00000136872.13	ALDOB	0.4898	v7	Thyroid
ENSG00000136872.13	ALDOB	0.8316	v7	Uterus
ENSG00000136872.13	ALDOB	0.5144	v7	Vagina
ENSG00000136872.13	ALDOB	0.5348	v7	Whole_Blood
ENSG00000106927.7	AMBP	0.11555	v7	Adipose_Subcutaneous
ENSG00000106927.7	AMBP	0.1478	v7	Adipose_Visceral_Omentum
ENSG00000106927.7	AMBP	0.2007	v7	Adrenal_Gland
ENSG00000106927.7	AMBP	0.3175	v7	Artery_Aorta
ENSG00000106927.7	AMBP	0.273	v7	Artery_Coronary
ENSG00000106927.7	AMBP	0.1469	v7	Artery_Tibial
ENSG00000106927.7	AMBP	0.3147	v7	Bladder
ENSG00000106927.7	AMBP	0.091035	v7	Brain_Amygdala
ENSG00000106927.7	AMBP	9.362999999999999E-2	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000106927.7	AMBP	0.1486	v7	Brain_Caudate_basal_ganglia
ENSG00000106927.7	AMBP	0.39745	v7	Brain_Cerebellar_Hemisphere
ENSG00000106927.7	AMBP	0.5508	v7	Brain_Cerebellum
ENSG00000106927.7	AMBP	0.15095	v7	Brain_Cortex
ENSG00000106927.7	AMBP	0.09399	v7	Brain_Frontal_Cortex_BA9
ENSG00000106927.7	AMBP	0.1113	v7	Brain_Hippocampus
ENSG00000106927.7	AMBP	0.1662	v7	Brain_Hypothalamus
ENSG00000106927.7	AMBP	0.1681	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000106927.7	AMBP	0.1118	v7	Brain_Putamen_basal_ganglia
ENSG00000106927.7	AMBP	0.08849	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000106927.7	AMBP	8.027999999999999E-2	v7	Brain_Substantia_nigra
ENSG00000106927.7	AMBP	0.4968	v7	Breast_Mammary_Tissue
ENSG00000106927.7	AMBP	0.2344	v7	Cells_EBV-transformed_lymphocytes
ENSG00000106927.7	AMBP	0.2495	v7	Cells_Transformed_fibroblasts
ENSG00000106927.7	AMBP	0.46255	v7	Cervix_Ectocervix
ENSG00000106927.7	AMBP	0.2268	v7	Cervix_Endocervix
ENSG00000106927.7	AMBP	0.125	v7	Colon_Sigmoid
ENSG00000106927.7	AMBP	0.3599	v7	Colon_Transverse
ENSG00000106927.7	AMBP	1.1599999999999999E-1	v7	Esophagus_Gastroesophageal_Junction
ENSG00000106927.7	AMBP	0.2838	v7	Esophagus_Mucosa
ENSG00000106927.7	AMBP	0.1369	v7	Esophagus_Muscularis
ENSG00000106927.7	AMBP	0.4517	v7	Fallopian_Tube
ENSG00000106927.7	AMBP	0.113	v7	Heart_Atrial_Appendage
ENSG00000106927.7	AMBP	0.04016	v7	Heart_Left_Ventricle
ENSG00000106927.7	AMBP	4.788	v7	Kidney_Cortex
ENSG00000106927.7	AMBP	3299.0	v7	Liver
ENSG00000106927.7	AMBP	0.5306	v7	Lung
ENSG00000106927.7	AMBP	0.171	v7	Minor_Salivary_Gland
ENSG00000106927.7	AMBP	0.037495	v7	Muscle_Skeletal
ENSG00000106927.7	AMBP	0.13365	v7	Nerve_Tibial
ENSG00000106927.7	AMBP	0.436	v7	Ovary
ENSG00000106927.7	AMBP	55.465	v7	Pancreas
ENSG00000106927.7	AMBP	0.3205	v7	Pituitary
ENSG00000106927.7	AMBP	0.461	v7	Prostate
ENSG00000106927.7	AMBP	0.2658	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000106927.7	AMBP	0.2368	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000106927.7	AMBP	0.6513	v7	Small_Intestine_Terminal_Ileum
ENSG00000106927.7	AMBP	0.2823	v7	Spleen
ENSG00000106927.7	AMBP	2.673	v7	Stomach
ENSG00000106927.7	AMBP	2.387	v7	Testis
ENSG00000106927.7	AMBP	0.8179	v7	Thyroid
ENSG00000106927.7	AMBP	0.3219	v7	Uterus
ENSG00000106927.7	AMBP	0.2886	v7	Vagina
ENSG00000106927.7	AMBP	0.2879	v7	Whole_Blood
ENSG00000132703.3	APCS	0.0	v7	Adipose_Subcutaneous
ENSG00000132703.3	APCS	0.0	v7	Adipose_Visceral_Omentum
ENSG00000132703.3	APCS	0.07758	v7	Adrenal_Gland
ENSG00000132703.3	APCS	0.0	v7	Artery_Aorta
ENSG00000132703.3	APCS	4.8530000000000004E-2	v7	Artery_Coronary
ENSG00000132703.3	APCS	0.0	v7	Artery_Tibial
ENSG00000132703.3	APCS	0.1525	v7	Bladder
ENSG00000132703.3	APCS	0.0	v7	Brain_Amygdala
ENSG00000132703.3	APCS	0.0	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000132703.3	APCS	0.0	v7	Brain_Caudate_basal_ganglia
ENSG00000132703.3	APCS	0.0	v7	Brain_Cerebellar_Hemisphere
ENSG00000132703.3	APCS	0.0	v7	Brain_Cerebellum
ENSG00000132703.3	APCS	0.0	v7	Brain_Cortex
ENSG00000132703.3	APCS	0.0	v7	Brain_Frontal_Cortex_BA9
ENSG00000132703.3	APCS	0.0	v7	Brain_Hippocampus
ENSG00000132703.3	APCS	0.0	v7	Brain_Hypothalamus
ENSG00000132703.3	APCS	0.0	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000132703.3	APCS	0.0	v7	Brain_Putamen_basal_ganglia
ENSG00000132703.3	APCS	0.0	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000132703.3	APCS	0.0	v7	Brain_Substantia_nigra
ENSG00000132703.3	APCS	0.036395	v7	Breast_Mammary_Tissue
ENSG00000132703.3	APCS	0.0	v7	Cells_EBV-transformed_lymphocytes
ENSG00000132703.3	APCS	0.1127	v7	Cells_Transformed_fibroblasts
ENSG00000132703.3	APCS	0.18795	v7	Cervix_Ectocervix
ENSG00000132703.3	APCS	0.131	v7	Cervix_Endocervix
ENSG00000132703.3	APCS	0.0	v7	Colon_Sigmoid
ENSG00000132703.3	APCS	0.049725	v7	Colon_Transverse
ENSG00000132703.3	APCS	0.0	v7	Esophagus_Gastroesophageal_Junction
ENSG00000132703.3	APCS	0.07735	v7	Esophagus_Mucosa
ENSG00000132703.3	APCS	0.013115	v7	Esophagus_Muscularis
ENSG00000132703.3	APCS	0.07245	v7	Fallopian_Tube
ENSG00000132703.3	APCS	0.0	v7	Heart_Atrial_Appendage
ENSG00000132703.3	APCS	0.0	v7	Heart_Left_Ventricle
ENSG00000132703.3	APCS	0.1981	v7	Kidney_Cortex
ENSG00000132703.3	APCS	1647.0	v7	Liver
ENSG00000132703.3	APCS	0.03107	v7	Lung
ENSG00000132703.3	APCS	0.06072	v7	Minor_Salivary_Gland
ENSG00000132703.3	APCS	0.0	v7	Muscle_Skeletal
ENSG00000132703.3	APCS	0.0	v7	Nerve_Tibial
ENSG00000132703.3	APCS	0.1111	v7	Ovary
ENSG00000132703.3	APCS	2.2969999999999997	v7	Pancreas
ENSG00000132703.3	APCS	0.07044	v7	Pituitary
ENSG00000132703.3	APCS	0.092585	v7	Prostate
ENSG00000132703.3	APCS	0.0	v7	Skin_Not_Sun_Exposed_Suprapubic
ENSG00000132703.3	APCS	0.0	v7	Skin_Sun_Exposed_Lower_leg
ENSG00000132703.3	APCS	0.06564	v7	Small_Intestine_Terminal_Ileum
ENSG00000132703.3	APCS	0.1246	v7	Spleen
ENSG00000132703.3	APCS	0.040505	v7	Stomach
ENSG00000132703.3	APCS	0.08584	v7	Testis
ENSG00000132703.3	APCS	0.0	v7	Thyroid
ENSG00000132703.3	APCS	0.1025	v7	Uterus
ENSG00000132703.3	APCS	0.065	v7	Vagina
ENSG00000132703.3	APCS	0.09554	v7	Whole_Blood
ENSG00000118137.5	APOA1	0.39865	v7	Adipose_Subcutaneous
ENSG00000118137.5	APOA1	0.8675	v7	Adipose_Visceral_Omentum
ENSG00000118137.5	APOA1	0.64435	v7	Adrenal_Gland
ENSG00000118137.5	APOA1	0.7385	v7	Artery_Aorta
ENSG00000118137.5	APOA1	1.24	v7	Artery_Coronary
ENSG00000118137.5	APOA1	0.4613	v7	Artery_Tibial
ENSG00000118137.5	APOA1	9.259999999999999E-1	v7	Bladder
ENSG00000118137.5	APOA1	0.52465	v7	Brain_Amygdala
ENSG00000118137.5	APOA1	0.4692	v7	Brain_Anterior_cingulate_cortex_BA24
ENSG00000118137.5	APOA1	0.77195	v7	Brain_Caudate_basal_ganglia
ENSG00000118137.5	APOA1	0.72725	v7	Brain_Cerebellar_Hemisphere
ENSG00000118137.5	APOA1	0.982	v7	Brain_Cerebellum
ENSG00000118137.5	APOA1	0.6307	v7	Brain_Cortex
ENSG00000118137.5	APOA1	0.5397	v7	Brain_Frontal_Cortex_BA9
ENSG00000118137.5	APOA1	0.4304	v7	Brain_Hippocampus
ENSG00000118137.5	APOA1	0.6583	v7	Brain_Hypothalamus
ENSG00000118137.5	APOA1	0.9338	v7	Brain_Nucleus_accumbens_basal_ganglia
ENSG00000118137.5	APOA1	8.140000000000001E-1	v7	Brain_Putamen_basal_ganglia
ENSG00000118137.5	APOA1	0.4941	v7	Brain_Spinal_cord_cervical_c-1
ENSG00000118137.5	APOA1	0.3877	v7	Brain_Substantia_nigra
