gencodeId	medianTPM	tissueId	geneSymbol
ENSG00000248527.1	2536.0	Skin_Sun_Exposed_Lower_leg	MTATP6P1
ENSG00000248527.1	4085.0	Small_Intestine_Terminal_Ileum	MTATP6P1
ENSG00000248527.1	2440.0	Spleen	MTATP6P1
ENSG00000248527.1	4273.5	Stomach	MTATP6P1
ENSG00000248527.1	2798.0	Testis	MTATP6P1
ENSG00000248527.1	3056.5	Thyroid	MTATP6P1
ENSG00000248527.1	2252.0	Uterus	MTATP6P1
ENSG00000248527.1	1989.0	Vagina	MTATP6P1
ENSG00000248527.1	487.0	Whole_Blood	MTATP6P1
ENSG00000166165.8	152.8	Adipose_Subcutaneous	CKB
ENSG00000166165.8	136.0	Adipose_Visceral_Omentum	CKB
ENSG00000166165.8	101.55	Adrenal_Gland	CKB
ENSG00000166165.8	98.7	Artery_Aorta	CKB
ENSG00000166165.8	239.5	Artery_Coronary	CKB
ENSG00000166165.8	466.2	Artery_Tibial	CKB
ENSG00000166165.8	567.8	Bladder	CKB
ENSG00000166165.8	758.1	Brain_Amygdala	CKB
ENSG00000166165.8	1052.0	Brain_Anterior_cingulate_cortex_BA24	CKB
ENSG00000166165.8	1270.0	Brain_Caudate_basal_ganglia	CKB
ENSG00000166165.8	1596.5	Brain_Cerebellar_Hemisphere	CKB
ENSG00000166165.8	1777.0	Brain_Cerebellum	CKB
ENSG00000166165.8	1498.5	Brain_Cortex	CKB
ENSG00000166165.8	1439.0	Brain_Frontal_Cortex_BA9	CKB
ENSG00000166165.8	674.0	Brain_Hippocampus	CKB
ENSG00000166165.8	579.2	Brain_Hypothalamus	CKB
ENSG00000166165.8	1175.0	Brain_Nucleus_accumbens_basal_ganglia	CKB
ENSG00000166165.8	1057.0	Brain_Putamen_basal_ganglia	CKB
ENSG00000166165.8	504.5	Brain_Spinal_cord_cervical_c-1	CKB
ENSG00000166165.8	753.15	Brain_Substantia_nigra	CKB
ENSG00000166165.8	93.6	Breast_Mammary_Tissue	CKB
ENSG00000166165.8	16.69	Cells_EBV-transformed_lymphocytes	CKB
ENSG00000166165.8	13.19	Cells_Transformed_fibroblasts	CKB
ENSG00000166165.8	288.35	Cervix_Ectocervix	CKB
ENSG00000166165.8	277.4	Cervix_Endocervix	CKB
ENSG00000166165.8	1527.0	Colon_Sigmoid	CKB
ENSG00000166165.8	965.8	Colon_Transverse	CKB
ENSG00000166165.8	1364.5	Esophagus_Gastroesophageal_Junction	CKB
ENSG00000166165.8	84.97	Esophagus_Mucosa	CKB
ENSG00000166165.8	1447.0	Esophagus_Muscularis	CKB
ENSG00000166165.8	545.7	Fallopian_Tube	CKB
ENSG00000166165.8	270.1	Heart_Atrial_Appendage	CKB
ENSG00000166165.8	245.7	Heart_Left_Ventricle	CKB
ENSG00000166165.8	221.3	Kidney_Cortex	CKB
ENSG00000166165.8	7.868	Liver	CKB
ENSG00000166165.8	169.3	Lung	CKB
ENSG00000166165.8	41.36	Minor_Salivary_Gland	CKB
ENSG00000166165.8	46.405	Muscle_Skeletal	CKB
ENSG00000166165.8	181.5	Nerve_Tibial	CKB
ENSG00000166165.8	140.7	Ovary	CKB
ENSG00000166165.8	30.465	Pancreas	CKB
ENSG00000166165.8	177.7	Pituitary	CKB
ENSG00000166165.8	783.8	Prostate	CKB
ENSG00000166165.8	148.2	Skin_Not_Sun_Exposed_Suprapubic	CKB
ENSG00000166165.8	170.2	Skin_Sun_Exposed_Lower_leg	CKB
ENSG00000166165.8	59.04	Small_Intestine_Terminal_Ileum	CKB
ENSG00000166165.8	14.19	Spleen	CKB
ENSG00000166165.8	770.3	Stomach	CKB
ENSG00000166165.8	421.0	Testis	CKB
ENSG00000166165.8	246.1	Thyroid	CKB
ENSG00000166165.8	388.3	Uterus	CKB
ENSG00000166165.8	260.1	Vagina	CKB
ENSG00000166165.8	3.203	Whole_Blood	CKB
ENSG00000132639.8	1.627	Adipose_Subcutaneous	SNAP25
ENSG00000132639.8	1.824	Adipose_Visceral_Omentum	SNAP25
ENSG00000132639.8	3.647	Adrenal_Gland	SNAP25
ENSG00000132639.8	8.826	Artery_Aorta	SNAP25
ENSG00000132639.8	3.371	Artery_Coronary	SNAP25
ENSG00000132639.8	5.004	Artery_Tibial	SNAP25
ENSG00000132639.8	0.431	Bladder	SNAP25
ENSG00000132639.8	512.15	Brain_Amygdala	SNAP25
ENSG00000132639.8	750.4	Brain_Anterior_cingulate_cortex_BA24	SNAP25
ENSG00000132639.8	370.2	Brain_Caudate_basal_ganglia	SNAP25
ENSG00000132639.8	3255.0	Brain_Cerebellar_Hemisphere	SNAP25
ENSG00000132639.8	1634.0	Brain_Cerebellum	SNAP25
ENSG00000132639.8	768.75	Brain_Cortex	SNAP25
ENSG00000132639.8	1907.0	Brain_Frontal_Cortex_BA9	SNAP25
ENSG00000132639.8	513.9	Brain_Hippocampus	SNAP25
ENSG00000132639.8	296.5	Brain_Hypothalamus	SNAP25
ENSG00000132639.8	485.3	Brain_Nucleus_accumbens_basal_ganglia	SNAP25
ENSG00000132639.8	254.3	Brain_Putamen_basal_ganglia	SNAP25
ENSG00000132639.8	76.04	Brain_Spinal_cord_cervical_c-1	SNAP25
ENSG00000132639.8	218.65	Brain_Substantia_nigra	SNAP25
ENSG00000132639.8	1.0555	Breast_Mammary_Tissue	SNAP25
ENSG00000132639.8	0.27925	Cells_EBV-transformed_lymphocytes	SNAP25
ENSG00000132639.8	0.9142	Cells_Transformed_fibroblasts	SNAP25
ENSG00000132639.8	0.589	Cervix_Ectocervix	SNAP25
ENSG00000132639.8	0.5057	Cervix_Endocervix	SNAP25
ENSG00000132639.8	6.508	Colon_Sigmoid	SNAP25
ENSG00000132639.8	2.0975	Colon_Transverse	SNAP25
ENSG00000132639.8	2.5225	Esophagus_Gastroesophageal_Junction	SNAP25
ENSG00000132639.8	0.56	Esophagus_Mucosa	SNAP25
ENSG00000132639.8	2.0485	Esophagus_Muscularis	SNAP25
ENSG00000132639.8	16.55	Fallopian_Tube	SNAP25
ENSG00000132639.8	2.573	Heart_Atrial_Appendage	SNAP25
ENSG00000132639.8	0.2627	Heart_Left_Ventricle	SNAP25
ENSG00000132639.8	1.105	Kidney_Cortex	SNAP25
ENSG00000132639.8	0.6134	Liver	SNAP25
ENSG00000132639.8	2.745	Lung	SNAP25
ENSG00000132639.8	0.6792	Minor_Salivary_Gland	SNAP25
ENSG00000132639.8	0.29835	Muscle_Skeletal	SNAP25
ENSG00000132639.8	1.1215	Nerve_Tibial	SNAP25
ENSG00000132639.8	18.95	Ovary	SNAP25
ENSG00000132639.8	2.0305	Pancreas	SNAP25
ENSG00000132639.8	111.5	Pituitary	SNAP25
ENSG00000132639.8	8.9605	Prostate	SNAP25
ENSG00000132639.8	0.6259	Skin_Not_Sun_Exposed_Suprapubic	SNAP25
ENSG00000132639.8	0.8006	Skin_Sun_Exposed_Lower_leg	SNAP25
ENSG00000132639.8	1.572	Small_Intestine_Terminal_Ileum	SNAP25
ENSG00000132639.8	0.2244	Spleen	SNAP25
ENSG00000132639.8	2.4265	Stomach	SNAP25
ENSG00000132639.8	7.903	Testis	SNAP25
ENSG00000132639.8	1.1735	Thyroid	SNAP25
ENSG00000132639.8	15.44	Uterus	SNAP25
ENSG00000132639.8	1.375	Vagina	SNAP25
ENSG00000132639.8	0.2826	Whole_Blood	SNAP25
ENSG00000253230.2	0.06489	Adipose_Subcutaneous	LINC00599
ENSG00000253230.2	0.06995	Adipose_Visceral_Omentum	LINC00599
ENSG00000253230.2	0.067675	Adrenal_Gland	LINC00599
ENSG00000253230.2	0.04087	Artery_Aorta	LINC00599
ENSG00000253230.2	0.03882	Artery_Coronary	LINC00599
ENSG00000253230.2	0.05635	Artery_Tibial	LINC00599
ENSG00000253230.2	0.0	Bladder	LINC00599
ENSG00000253230.2	20.745	Brain_Amygdala	LINC00599
ENSG00000253230.2	42.69	Brain_Anterior_cingulate_cortex_BA24	LINC00599
ENSG00000253230.2	27.115	Brain_Caudate_basal_ganglia	LINC00599
ENSG00000253230.2	1089.5	Brain_Cerebellar_Hemisphere	LINC00599
ENSG00000253230.2	1225.0	Brain_Cerebellum	LINC00599
ENSG00000253230.2	97.095	Brain_Cortex	LINC00599
ENSG00000253230.2	72.59	Brain_Frontal_Cortex_BA9	LINC00599
ENSG00000253230.2	25.47	Brain_Hippocampus	LINC00599
ENSG00000253230.2	26.66	Brain_Hypothalamus	LINC00599
ENSG00000253230.2	33.34	Brain_Nucleus_accumbens_basal_ganglia	LINC00599
ENSG00000253230.2	23.7	Brain_Putamen_basal_ganglia	LINC00599
ENSG00000253230.2	8.152	Brain_Spinal_cord_cervical_c-1	LINC00599
ENSG00000253230.2	17.635	Brain_Substantia_nigra	LINC00599
ENSG00000253230.2	0.069915	Breast_Mammary_Tissue	LINC00599
ENSG00000253230.2	0.047795	Cells_EBV-transformed_lymphocytes	LINC00599
ENSG00000253230.2	0.0899	Cells_Transformed_fibroblasts	LINC00599
ENSG00000253230.2	0.015745	Cervix_Ectocervix	LINC00599
ENSG00000253230.2	0.0	Cervix_Endocervix	LINC00599
ENSG00000253230.2	0.4435	Colon_Sigmoid	LINC00599
ENSG00000253230.2	0.21555	Colon_Transverse	LINC00599
ENSG00000253230.2	0.1074	Esophagus_Gastroesophageal_Junction	LINC00599
ENSG00000253230.2	0.1023	Esophagus_Mucosa	LINC00599
ENSG00000253230.2	0.097545	Esophagus_Muscularis	LINC00599
ENSG00000253230.2	0.02567	Fallopian_Tube	LINC00599
ENSG00000253230.2	0.05991	Heart_Atrial_Appendage	LINC00599
ENSG00000253230.2	0.04128	Heart_Left_Ventricle	LINC00599
ENSG00000253230.2	0.128	Kidney_Cortex	LINC00599
ENSG00000253230.2	0.04102	Liver	LINC00599
ENSG00000253230.2	0.2058	Lung	LINC00599
ENSG00000253230.2	0.07604	Minor_Salivary_Gland	LINC00599
ENSG00000253230.2	0.04201	Muscle_Skeletal	LINC00599
ENSG00000253230.2	0.09241	Nerve_Tibial	LINC00599
ENSG00000253230.2	0.06278	Ovary	LINC00599
ENSG00000253230.2	0.03746	Pancreas	LINC00599
ENSG00000253230.2	0.4768	Pituitary	LINC00599
ENSG00000253230.2	0.08167	Prostate	LINC00599
ENSG00000253230.2	0.0585	Skin_Not_Sun_Exposed_Suprapubic	LINC00599
ENSG00000253230.2	0.07062	Skin_Sun_Exposed_Lower_leg	LINC00599
ENSG00000253230.2	0.1857	Small_Intestine_Terminal_Ileum	LINC00599
ENSG00000253230.2	0.17375	Spleen	LINC00599
ENSG00000253230.2	0.073585	Stomach	LINC00599
ENSG00000253230.2	0.6761	Testis	LINC00599
ENSG00000253230.2	0.11005	Thyroid	LINC00599
ENSG00000253230.2	0.05264	Uterus	LINC00599
ENSG00000253230.2	0.1838	Vagina	LINC00599
ENSG00000253230.2	0.1331	Whole_Blood	LINC00599
ENSG00000111640.10	843.95	Adipose_Subcutaneous	GAPDH
ENSG00000111640.10	707.8	Adipose_Visceral_Omentum	GAPDH
ENSG00000111640.10	933.0	Adrenal_Gland	GAPDH
ENSG00000111640.10	2076.0	Artery_Aorta	GAPDH
ENSG00000111640.10	1551.0	Artery_Coronary	GAPDH
ENSG00000111640.10	1532.0	Artery_Tibial	GAPDH
ENSG00000111640.10	1437.0	Bladder	GAPDH
ENSG00000111640.10	1019.0	Brain_Amygdala	GAPDH
ENSG00000111640.10	1185.0	Brain_Anterior_cingulate_cortex_BA24	GAPDH
ENSG00000111640.10	1074.5	Brain_Caudate_basal_ganglia	GAPDH
ENSG00000111640.10	1301.5	Brain_Cerebellar_Hemisphere	GAPDH
ENSG00000111640.10	1211.0	Brain_Cerebellum	GAPDH
ENSG00000111640.10	1501.5	Brain_Cortex	GAPDH
ENSG00000111640.10	1723.0	Brain_Frontal_Cortex_BA9	GAPDH
ENSG00000111640.10	935.8	Brain_Hippocampus	GAPDH
ENSG00000111640.10	1282.0	Brain_Hypothalamus	GAPDH
ENSG00000111640.10	1195.0	Brain_Nucleus_accumbens_basal_ganglia	GAPDH
ENSG00000111640.10	886.2	Brain_Putamen_basal_ganglia	GAPDH
ENSG00000111640.10	1503.0	Brain_Spinal_cord_cervical_c-1	GAPDH
ENSG00000111640.10	1142.5	Brain_Substantia_nigra	GAPDH
ENSG00000111640.10	740.05	Breast_Mammary_Tissue	GAPDH
ENSG00000111640.10	6816.0	Cells_EBV-transformed_lymphocytes	GAPDH
ENSG00000111640.10	3753.0	Cells_Transformed_fibroblasts	GAPDH
ENSG00000111640.10	939.15	Cervix_Ectocervix	GAPDH
ENSG00000111640.10	847.5	Cervix_Endocervix	GAPDH
ENSG00000111640.10	1099.0	Colon_Sigmoid	GAPDH
ENSG00000111640.10	975.35	Colon_Transverse	GAPDH
ENSG00000111640.10	1331.0	Esophagus_Gastroesophageal_Junction	GAPDH
ENSG00000111640.10	1688.0	Esophagus_Mucosa	GAPDH
ENSG00000111640.10	1423.5	Esophagus_Muscularis	GAPDH
ENSG00000111640.10	961.0	Fallopian_Tube	GAPDH
ENSG00000111640.10	1553.0	Heart_Atrial_Appendage	GAPDH
ENSG00000111640.10	1514.0	Heart_Left_Ventricle	GAPDH
ENSG00000111640.10	862.2	Kidney_Cortex	GAPDH
ENSG00000111640.10	571.1	Liver	GAPDH
ENSG00000111640.10	864.4	Lung	GAPDH
ENSG00000111640.10	1075.0	Minor_Salivary_Gland	GAPDH
ENSG00000111640.10	5670.0	Muscle_Skeletal	GAPDH
ENSG00000111640.10	1145.5	Nerve_Tibial	GAPDH
ENSG00000111640.10	847.5	Ovary	GAPDH
ENSG00000111640.10	156.6	Pancreas	GAPDH
ENSG00000111640.10	956.9	Pituitary	GAPDH
ENSG00000111640.10	786.1	Prostate	GAPDH
ENSG00000111640.10	943.9	Skin_Not_Sun_Exposed_Suprapubic	GAPDH
ENSG00000111640.10	1104.0	Skin_Sun_Exposed_Lower_leg	GAPDH
ENSG00000111640.10	879.3	Small_Intestine_Terminal_Ileum	GAPDH
ENSG00000111640.10	779.35	Spleen	GAPDH
ENSG00000111640.10	532.95	Stomach	GAPDH
ENSG00000111640.10	604.8	Testis	GAPDH
ENSG00000111640.10	813.1	Thyroid	GAPDH
ENSG00000111640.10	878.0	Uterus	GAPDH
ENSG00000111640.10	1206.0	Vagina	GAPDH
ENSG00000111640.10	1830.0	Whole_Blood	GAPDH
ENSG00000142541.12	2816.5	Adipose_Subcutaneous	RPL13A
ENSG00000142541.12	2792.0	Adipose_Visceral_Omentum	RPL13A
ENSG00000142541.12	2144.0	Adrenal_Gland	RPL13A
ENSG00000142541.12	2671.0	Artery_Aorta	RPL13A
ENSG00000142541.12	2743.0	Artery_Coronary	RPL13A
ENSG00000142541.12	2749.0	Artery_Tibial	RPL13A
ENSG00000142541.12	3168.0	Bladder	RPL13A
ENSG00000142541.12	754.0	Brain_Amygdala	RPL13A
ENSG00000142541.12	600.5	Brain_Anterior_cingulate_cortex_BA24	RPL13A
ENSG00000142541.12	704.6	Brain_Caudate_basal_ganglia	RPL13A
ENSG00000142541.12	1346.0	Brain_Cerebellar_Hemisphere	RPL13A
ENSG00000142541.12	1198.0	Brain_Cerebellum	RPL13A
ENSG00000142541.12	595.05	Brain_Cortex	RPL13A
ENSG00000142541.12	638.9	Brain_Frontal_Cortex_BA9	RPL13A
ENSG00000142541.12	677.7	Brain_Hippocampus	RPL13A
ENSG00000142541.12	683.0	Brain_Hypothalamus	RPL13A
ENSG00000142541.12	881.1	Brain_Nucleus_accumbens_basal_ganglia	RPL13A
ENSG00000142541.12	645.95	Brain_Putamen_basal_ganglia	RPL13A
ENSG00000142541.12	1142.0	Brain_Spinal_cord_cervical_c-1	RPL13A
ENSG00000142541.12	785.15	Brain_Substantia_nigra	RPL13A
ENSG00000142541.12	3312.0	Breast_Mammary_Tissue	RPL13A
ENSG00000142541.12	5335.5	Cells_EBV-transformed_lymphocytes	RPL13A
ENSG00000142541.12	4525.0	Cells_Transformed_fibroblasts	RPL13A
ENSG00000142541.12	4435.0	Cervix_Ectocervix	RPL13A
ENSG00000142541.12	4350.0	Cervix_Endocervix	RPL13A
ENSG00000142541.12	2828.0	Colon_Sigmoid	RPL13A
ENSG00000142541.12	2349.0	Colon_Transverse	RPL13A
ENSG00000142541.12	2581.0	Esophagus_Gastroesophageal_Junction	RPL13A
ENSG00000142541.12	2992.0	Esophagus_Mucosa	RPL13A
ENSG00000142541.12	2307.5	Esophagus_Muscularis	RPL13A
ENSG00000142541.12	3486.0	Fallopian_Tube	RPL13A
ENSG00000142541.12	1019.0	Heart_Atrial_Appendage	RPL13A
ENSG00000142541.12	681.1	Heart_Left_Ventricle	RPL13A
ENSG00000142541.12	1270.0	Kidney_Cortex	RPL13A
ENSG00000142541.12	906.8	Liver	RPL13A
ENSG00000142541.12	2407.0	Lung	RPL13A
ENSG00000142541.12	2538.0	Minor_Salivary_Gland	RPL13A
ENSG00000142541.12	1330.0	Muscle_Skeletal	RPL13A
ENSG00000142541.12	2696.0	Nerve_Tibial	RPL13A
ENSG00000142541.12	7316.0	Ovary	RPL13A
ENSG00000142541.12	2320.0	Pancreas	RPL13A
ENSG00000142541.12	2072.0	Pituitary	RPL13A
ENSG00000142541.12	3234.5	Prostate	RPL13A
ENSG00000142541.12	4279.0	Skin_Not_Sun_Exposed_Suprapubic	RPL13A
ENSG00000142541.12	4059.0	Skin_Sun_Exposed_Lower_leg	RPL13A
ENSG00000142541.12	2186.0	Small_Intestine_Terminal_Ileum	RPL13A
ENSG00000142541.12	3418.5	Spleen	RPL13A
ENSG00000142541.12	2314.0	Stomach	RPL13A
ENSG00000142541.12	808.1	Testis	RPL13A
ENSG00000142541.12	2808.5	Thyroid	RPL13A
ENSG00000142541.12	3959.0	Uterus	RPL13A
ENSG00000142541.12	3790.0	Vagina	RPL13A
ENSG00000142541.12	1196.0	Whole_Blood	RPL13A
ENSG00000075624.9	3495.5	Adipose_Subcutaneous	ACTB
ENSG00000075624.9	3290.0	Adipose_Visceral_Omentum	ACTB
ENSG00000075624.9	1451.0	Adrenal_Gland	ACTB
ENSG00000075624.9	9100.0	Artery_Aorta	ACTB
ENSG00000075624.9	8122.0	Artery_Coronary	ACTB
ENSG00000075624.9	11410.0	Artery_Tibial	ACTB
ENSG00000075624.9	6485.0	Bladder	ACTB
ENSG00000075624.9	1057.0	Brain_Amygdala	ACTB
ENSG00000075624.9	1166.0	Brain_Anterior_cingulate_cortex_BA24	ACTB
ENSG00000075624.9	1156.0	Brain_Caudate_basal_ganglia	ACTB
ENSG00000075624.9	1209.5	Brain_Cerebellar_Hemisphere	ACTB
ENSG00000075624.9	1194.0	Brain_Cerebellum	ACTB
ENSG00000075624.9	1330.5	Brain_Cortex	ACTB
ENSG00000075624.9	1514.0	Brain_Frontal_Cortex_BA9	ACTB
ENSG00000075624.9	1136.0	Brain_Hippocampus	ACTB
ENSG00000075624.9	1096.0	Brain_Hypothalamus	ACTB
ENSG00000075624.9	1255.0	Brain_Nucleus_accumbens_basal_ganglia	ACTB
ENSG00000075624.9	939.55	Brain_Putamen_basal_ganglia	ACTB
ENSG00000075624.9	2241.0	Brain_Spinal_cord_cervical_c-1	ACTB
ENSG00000075624.9	1030.0	Brain_Substantia_nigra	ACTB
ENSG00000075624.9	3181.0	Breast_Mammary_Tissue	ACTB
ENSG00000075624.9	11390.0	Cells_EBV-transformed_lymphocytes	ACTB
ENSG00000075624.9	6347.0	Cells_Transformed_fibroblasts	ACTB
ENSG00000075624.9	4641.5	Cervix_Ectocervix	ACTB
ENSG00000075624.9	3096.0	Cervix_Endocervix	ACTB
ENSG00000075624.9	10190.0	Colon_Sigmoid	ACTB
ENSG00000075624.9	4285.5	Colon_Transverse	ACTB
ENSG00000075624.9	8946.0	Esophagus_Gastroesophageal_Junction	ACTB
ENSG00000075624.9	3456.0	Esophagus_Mucosa	ACTB
ENSG00000075624.9	9711.0	Esophagus_Muscularis	ACTB
ENSG00000075624.9	5969.0	Fallopian_Tube	ACTB
ENSG00000075624.9	1196.0	Heart_Atrial_Appendage	ACTB
ENSG00000075624.9	435.9	Heart_Left_Ventricle	ACTB
ENSG00000075624.9	1230.0	Kidney_Cortex	ACTB
ENSG00000075624.9	785.0	Liver	ACTB
ENSG00000075624.9	4769.0	Lung	ACTB
ENSG00000075624.9	1853.0	Minor_Salivary_Gland	ACTB
ENSG00000075624.9	390.0	Muscle_Skeletal	ACTB
ENSG00000075624.9	3371.0	Nerve_Tibial	ACTB
ENSG00000075624.9	2804.0	Ovary	ACTB
ENSG00000075624.9	420.35	Pancreas	ACTB
ENSG00000075624.9	1208.0	Pituitary	ACTB
ENSG00000075624.9	3095.0	Prostate	ACTB
ENSG00000075624.9	1997.0	Skin_Not_Sun_Exposed_Suprapubic	ACTB
ENSG00000075624.9	2147.0	Skin_Sun_Exposed_Lower_leg	ACTB
ENSG00000075624.9	3309.0	Small_Intestine_Terminal_Ileum	ACTB
ENSG00000075624.9	4196.0	Spleen	ACTB
ENSG00000075624.9	1949.0	Stomach	ACTB
ENSG00000075624.9	1020.0	Testis	ACTB
ENSG00000075624.9	2214.0	Thyroid	ACTB
ENSG00000075624.9	6932.0	Uterus	ACTB
ENSG00000075624.9	3686.0	Vagina	ACTB
ENSG00000075624.9	5002.0	Whole_Blood	ACTB
ENSG00000111674.4	31.12	Adipose_Subcutaneous	ENO2
ENSG00000111674.4	20.29	Adipose_Visceral_Omentum	ENO2
ENSG00000111674.4	29.655	Adrenal_Gland	ENO2
ENSG00000111674.4	134.1	Artery_Aorta	ENO2
ENSG00000111674.4	91.71	Artery_Coronary	ENO2
ENSG00000111674.4	138.4	Artery_Tibial	ENO2
ENSG00000111674.4	60.86	Bladder	ENO2
ENSG00000111674.4	132.25	Brain_Amygdala	ENO2
ENSG00000111674.4	229.4	Brain_Anterior_cingulate_cortex_BA24	ENO2
ENSG00000111674.4	196.1	Brain_Caudate_basal_ganglia	ENO2
ENSG00000111674.4	1343.0	Brain_Cerebellar_Hemisphere	ENO2
ENSG00000111674.4	1187.0	Brain_Cerebellum	ENO2
ENSG00000111674.4	432.4	Brain_Cortex	ENO2
ENSG00000111674.4	580.1	Brain_Frontal_Cortex_BA9	ENO2
ENSG00000111674.4	119.6	Brain_Hippocampus	ENO2
ENSG00000111674.4	239.0	Brain_Hypothalamus	ENO2
ENSG00000111674.4	281.9	Brain_Nucleus_accumbens_basal_ganglia	ENO2
ENSG00000111674.4	139.75	Brain_Putamen_basal_ganglia	ENO2
ENSG00000111674.4	105.0	Brain_Spinal_cord_cervical_c-1	ENO2
ENSG00000111674.4	118.1	Brain_Substantia_nigra	ENO2
ENSG00000111674.4	29.635	Breast_Mammary_Tissue	ENO2
ENSG00000111674.4	212.55	Cells_EBV-transformed_lymphocytes	ENO2
ENSG00000111674.4	43.87	Cells_Transformed_fibroblasts	ENO2
ENSG00000111674.4	71.84	Cervix_Ectocervix	ENO2
ENSG00000111674.4	80.95	Cervix_Endocervix	ENO2
ENSG00000111674.4	100.1	Colon_Sigmoid	ENO2
ENSG00000111674.4	37.42	Colon_Transverse	ENO2
ENSG00000111674.4	94.9	Esophagus_Gastroesophageal_Junction	ENO2
ENSG00000111674.4	14.79	Esophagus_Mucosa	ENO2
ENSG00000111674.4	80.58	Esophagus_Muscularis	ENO2
ENSG00000111674.4	60.53	Fallopian_Tube	ENO2
ENSG00000111674.4	28.6	Heart_Atrial_Appendage	ENO2
ENSG00000111674.4	8.136	Heart_Left_Ventricle	ENO2
ENSG00000111674.4	11.18	Kidney_Cortex	ENO2
ENSG00000111674.4	2.8	Liver	ENO2
ENSG00000111674.4	51.95	Lung	ENO2
ENSG00000111674.4	16.33	Minor_Salivary_Gland	ENO2
ENSG00000111674.4	3.508	Muscle_Skeletal	ENO2
ENSG00000111674.4	74.965	Nerve_Tibial	ENO2
ENSG00000111674.4	33.96	Ovary	ENO2
ENSG00000111674.4	3.8245	Pancreas	ENO2
ENSG00000111674.4	183.0	Pituitary	ENO2
ENSG00000111674.4	43.895	Prostate	ENO2
ENSG00000111674.4	21.91	Skin_Not_Sun_Exposed_Suprapubic	ENO2
ENSG00000111674.4	22.13	Skin_Sun_Exposed_Lower_leg	ENO2
ENSG00000111674.4	41.74	Small_Intestine_Terminal_Ileum	ENO2
ENSG00000111674.4	34.845	Spleen	ENO2
ENSG00000111674.4	16.055	Stomach	ENO2
ENSG00000111674.4	16.5	Testis	ENO2
ENSG00000111674.4	74.465	Thyroid	ENO2
ENSG00000111674.4	96.88	Uterus	ENO2
ENSG00000111674.4	58.33	Vagina	ENO2
