sample_id	firecloud_id	cram_file	cram_file_md5	cram_file_size	cram_index	cram_file_aws	cram_index_aws
GTEX-11DXX-0004-SM-6WBT9	G77324_GTEX-11DXX-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DXX-0004/GTEX-11DXX-0004.cram	e8729e903729af7102b98d39ad0669d6	50763270315	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DXX-0004/GTEX-11DXX-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXX-0004-SM-6WBT9.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXX-0004-SM-6WBT9.crai
GTEX-11DXY-0004-SM-6WBTO	G77324_GTEX-11DXY-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DXY-0004/GTEX-11DXY-0004.cram	a558375f560ff2f162fb4d31e9cf261d	62399565628	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DXY-0004/GTEX-11DXY-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXY-0004-SM-6WBTO.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXY-0004-SM-6WBTO.crai
GTEX-11DXZ-0003-SM-6WBTM	G77324_GTEX-11DXZ-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DXZ-0003/GTEX-11DXZ-0003.cram	d19610650426ec502d6adb575a248ebc	58592508736	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DXZ-0003/GTEX-11DXZ-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXZ-0003-SM-6WBTM.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXZ-0003-SM-6WBTM.crai
GTEX-11DYG-0004-SM-6WBTB	G77324_GTEX-11DYG-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DYG-0004/GTEX-11DYG-0004.cram	442617bb58bef744e62896cd5d2b73ca	58936101944	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DYG-0004/GTEX-11DYG-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DYG-0004-SM-6WBTB.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DYG-0004-SM-6WBTB.crai
GTEX-11DZ1-0002-SM-6WBTG	G77324_GTEX-11DZ1-0002	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DZ1-0002/GTEX-11DZ1-0002.cram	d6dde6970650a44d87b896c57a475bd5	55897627446	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11DZ1-0002/GTEX-11DZ1-0002.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DZ1-0002-SM-6WBTG.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DZ1-0002-SM-6WBTG.crai
GTEX-11EI6-0004-SM-6WBTC	G77324_GTEX-11EI6-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EI6-0004/GTEX-11EI6-0004.cram	0a0fd4ce26abb55912f2edcf8f942ba8	45451307049	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EI6-0004/GTEX-11EI6-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EI6-0004-SM-6WBTC.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EI6-0004-SM-6WBTC.crai
GTEX-11EM3-0004-SM-6WBUK	G77324_GTEX-11EM3-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EM3-0004/GTEX-11EM3-0004.cram	b42719d664bf4c5f14ae650cee40a92e	51435260260	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EM3-0004/GTEX-11EM3-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EM3-0004-SM-6WBUK.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EM3-0004-SM-6WBUK.crai
GTEX-11EMC-0004-SM-6WBUA	G77324_GTEX-11EMC-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EMC-0004/GTEX-11EMC-0004.cram	d6f5fce377c93ace058b12705b82b9d4	54393697454	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EMC-0004/GTEX-11EMC-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EMC-0004-SM-6WBUA.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EMC-0004-SM-6WBUA.crai
GTEX-11EQ8-0001-SM-6WBTP	G77324_GTEX-11EQ8-0001	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EQ8-0001/GTEX-11EQ8-0001.cram	92c85eecef4be936a6f2f3b251d862d3	47049998409	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EQ8-0001/GTEX-11EQ8-0001.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EQ8-0001-SM-6WBTP.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EQ8-0001-SM-6WBTP.crai
GTEX-11EQ9-0003-SM-6WBTK	G77324_GTEX-11EQ9-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EQ9-0003/GTEX-11EQ9-0003.cram	8185c5be3cf46fe300d102758b41e437	48922723814	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11EQ9-0003/GTEX-11EQ9-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EQ9-0003-SM-6WBTK.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EQ9-0003-SM-6WBTK.crai
GTEX-11GS4-0004-SM-6WBTL	G77324_GTEX-11GS4-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11GS4-0004/GTEX-11GS4-0004.cram	3e69b501381997f2eb235e4b925b8de6	59484315380	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11GS4-0004/GTEX-11GS4-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GS4-0004-SM-6WBTL.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GS4-0004-SM-6WBTL.crai
GTEX-11GSO-0003-SM-6WBTR	G77324_GTEX-11GSO-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11GSO-0003/GTEX-11GSO-0003.cram	a8cc8aed8e2eca28aeab7f1e7fc278d9	50009210793	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11GSO-0003/GTEX-11GSO-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GSO-0003-SM-6WBTR.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GSO-0003-SM-6WBTR.crai
GTEX-11GSP-0004-SM-6WBTQ	G77324_GTEX-11GSP-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11GSP-0004/GTEX-11GSP-0004.cram	14a2f1a09552105599d4ad70273f4c3e	48445650282	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11GSP-0004/GTEX-11GSP-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GSP-0004-SM-6WBTQ.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GSP-0004-SM-6WBTQ.crai
GTEX-11I78-0002-SM-6WBU2	G77324_GTEX-11I78-0002	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11I78-0002/GTEX-11I78-0002.cram	594c86fdb62dbb7ef1962c740b2d700d	49426054182	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11I78-0002/GTEX-11I78-0002.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11I78-0002-SM-6WBU2.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11I78-0002-SM-6WBU2.crai
GTEX-11LCK-0002-SM-6WBSW	G77324_GTEX-11LCK-0002	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11LCK-0002/GTEX-11LCK-0002.cram	e7d2e5151d06c82696cbdc47d34158ac	53319618124	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11LCK-0002/GTEX-11LCK-0002.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11LCK-0002-SM-6WBSW.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11LCK-0002-SM-6WBSW.crai
GTEX-11NUK-0004-SM-6WBTU	G77324_GTEX-11NUK-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11NUK-0004/GTEX-11NUK-0004.cram	07edd43ce7b0cf86ed8459178875de7b	53912995602	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11NUK-0004/GTEX-11NUK-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11NUK-0004-SM-6WBTU.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11NUK-0004-SM-6WBTU.crai
GTEX-11NV4-0001-SM-6WBTT	G77324_GTEX-11NV4-0001	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11NV4-0001/GTEX-11NV4-0001.cram	912a9786ed7cfbcc7c12722bbc29d1a5	49825856119	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11NV4-0001/GTEX-11NV4-0001.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11NV4-0001-SM-6WBTT.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11NV4-0001-SM-6WBTT.crai
GTEX-11P7K-0002-SM-6WBUI	G77324_GTEX-11P7K-0002	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11P7K-0002/GTEX-11P7K-0002.cram	82c64b077991d3352236fef2928c1c79	47255109076	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11P7K-0002/GTEX-11P7K-0002.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P7K-0002-SM-6WBUI.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P7K-0002-SM-6WBUI.crai
GTEX-11P81-0002-SM-6WBTV	G77324_GTEX-11P81-0002	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11P81-0002/GTEX-11P81-0002.cram	03fc22023eb8a021a46fc0b2dc7a8265	75147975438	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11P81-0002/GTEX-11P81-0002.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P81-0002-SM-6WBTV.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P81-0002-SM-6WBTV.crai
GTEX-11P82-0003-SM-6WBSX	G77324_GTEX-11P82-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11P82-0003/GTEX-11P82-0003.cram	9a3a57ffc3f7cf9a8d224576a7b5e3e1	53160158678	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11P82-0003/GTEX-11P82-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P82-0003-SM-6WBSX.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P82-0003-SM-6WBSX.crai
GTEX-11PRG-0004-SM-6WBUN	G77324_GTEX-11PRG-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11PRG-0004/GTEX-11PRG-0004.cram	7aa4a8ecbb8fc81ae0ea0306791985f5	53214566568	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11PRG-0004/GTEX-11PRG-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11PRG-0004-SM-6WBUN.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11PRG-0004-SM-6WBUN.crai
GTEX-11TT1-0001-SM-6WBTZ	G77324_GTEX-11TT1-0001	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11TT1-0001/GTEX-11TT1-0001.cram	11e1d96e4f7c34ff688ffc90e1b58678	51672088931	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11TT1-0001/GTEX-11TT1-0001.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11TT1-0001-SM-6WBTZ.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11TT1-0001-SM-6WBTZ.crai
GTEX-11TTK-0002-SM-6WBTX	G77324_GTEX-11TTK-0002	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11TTK-0002/GTEX-11TTK-0002.cram	8f0b5f6168efc55077384b1d484551a4	53426404725	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11TTK-0002/GTEX-11TTK-0002.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11TTK-0002-SM-6WBTX.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11TTK-0002-SM-6WBTX.crai
GTEX-11TUW-0004-SM-6WBU1	G77324_GTEX-11TUW-0004	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11TUW-0004/GTEX-11TUW-0004.cram	52092abe689531d5f5aaa9d1bf0ff85e	46485677738	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11TUW-0004/GTEX-11TUW-0004.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11TUW-0004-SM-6WBU1.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11TUW-0004-SM-6WBU1.crai
GTEX-11UD1-0001-SM-6WBTY	G77324_GTEX-11UD1-0001	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11UD1-0001/GTEX-11UD1-0001.cram	ea330751fc152fd32ce167f28c00c267	55307863148	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11UD1-0001/GTEX-11UD1-0001.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11UD1-0001-SM-6WBTY.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11UD1-0001-SM-6WBTY.crai
GTEX-11UD2-0001-SM-6WBTW	G77324_GTEX-11UD2-0001	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11UD2-0001/GTEX-11UD2-0001.cram	e4b3416213944777ec504a4eb0b1d8d9	51302070915	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11UD2-0001/GTEX-11UD2-0001.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11UD2-0001-SM-6WBTW.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11UD2-0001-SM-6WBTW.crai
GTEX-11VI4-0003-SM-6WBUJ	G77324_GTEX-11VI4-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11VI4-0003/GTEX-11VI4-0003.cram	fbffa70a4ca9015a66c8ff01979765e5	50924266653	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11VI4-0003/GTEX-11VI4-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11VI4-0003-SM-6WBUJ.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11VI4-0003-SM-6WBUJ.crai
GTEX-11WQC-0003-SM-6WBU8	G77324_GTEX-11WQC-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11WQC-0003/GTEX-11WQC-0003.cram	1594b750567d55ab74217d6c9f4614a4	49274916794	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11WQC-0003/GTEX-11WQC-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11WQC-0003-SM-6WBU8.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11WQC-0003-SM-6WBU8.crai
GTEX-11WQK-0003-SM-6WBUB	G77324_GTEX-11WQK-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11WQK-0003/GTEX-11WQK-0003.cram	940038ff0a3148840b9f33637b339cfa	51676306498	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11WQK-0003/GTEX-11WQK-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11WQK-0003-SM-6WBUB.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11WQK-0003-SM-6WBUB.crai
GTEX-11XUK-0003-SM-6WBU7	G77324_GTEX-11XUK-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11XUK-0003/GTEX-11XUK-0003.cram	098b9d225985f4f5229129f18b27faa2	54757574074	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11XUK-0003/GTEX-11XUK-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11XUK-0003-SM-6WBU7.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11XUK-0003-SM-6WBU7.crai
GTEX-11ZTS-0001-SM-6WBU5	G77324_GTEX-11ZTS-0001	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11ZTS-0001/GTEX-11ZTS-0001.cram	a0510f2d62ad3c5bf765979fa0125f1c	50071765437	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11ZTS-0001/GTEX-11ZTS-0001.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11ZTS-0001-SM-6WBU5.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11ZTS-0001-SM-6WBU5.crai
GTEX-11ZTT-0003-SM-6WBU4	G77324_GTEX-11ZTT-0003	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11ZTT-0003/GTEX-11ZTT-0003.cram	1baf978b66d8dc845351948735156573	51723541616	gs://fc-57a0f51b-4cb1-44d7-82d7-bad4f67f6a35/G77324/GTEX-11ZTT-0003/GTEX-11ZTT-0003.crai	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11ZTT-0003-SM-6WBU4.cram	s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11ZTT-0003-SM-6WBU4.crai
