gencodeId	medianTPM	tissueId	geneSymbol
ENSG00000248527.1	6837.0	Heart_Atrial_Appendage	MTATP6P1
ENSG00000248527.1	8294.0	Heart_Left_Ventricle	MTATP6P1
ENSG00000248527.1	6276.0	Kidney_Cortex	MTATP6P1
ENSG00000248527.1	5360.0	Liver	MTATP6P1
ENSG00000248527.1	2172.0	Lung	MTATP6P1
ENSG00000248527.1	2473.0	Minor_Salivary_Gland	MTATP6P1
ENSG00000248527.1	4844.5	Muscle_Skeletal	MTATP6P1
ENSG00000248527.1	2221.0	Nerve_Tibial	MTATP6P1
ENSG00000248527.1	2238.0	Ovary	MTATP6P1
ENSG00000248527.1	1411.0	Pancreas	MTATP6P1
ENSG00000248527.1	2510.0	Pituitary	MTATP6P1
ENSG00000248527.1	4062.5	Prostate	MTATP6P1
ENSG00000248527.1	2779.0	Skin_Not_Sun_Exposed_Suprapubic	MTATP6P1
ENSG00000248527.1	2536.0	Skin_Sun_Exposed_Lower_leg	MTATP6P1
ENSG00000248527.1	4085.0	Small_Intestine_Terminal_Ileum	MTATP6P1
ENSG00000248527.1	2440.0	Spleen	MTATP6P1
ENSG00000248527.1	4273.5	Stomach	MTATP6P1
ENSG00000248527.1	2798.0	Testis	MTATP6P1
ENSG00000248527.1	3056.5	Thyroid	MTATP6P1
ENSG00000248527.1	2252.0	Uterus	MTATP6P1
ENSG00000248527.1	1989.0	Vagina	MTATP6P1
ENSG00000248527.1	487.0	Whole_Blood	MTATP6P1
ENSG00000132639.8	1.627	Adipose_Subcutaneous	SNAP25
ENSG00000132639.8	1.824	Adipose_Visceral_Omentum	SNAP25
ENSG00000132639.8	3.647	Adrenal_Gland	SNAP25
ENSG00000132639.8	8.826	Artery_Aorta	SNAP25
ENSG00000132639.8	3.371	Artery_Coronary	SNAP25
ENSG00000132639.8	5.004	Artery_Tibial	SNAP25
ENSG00000132639.8	0.431	Bladder	SNAP25
ENSG00000132639.8	512.15	Brain_Amygdala	SNAP25
ENSG00000132639.8	750.4	Brain_Anterior_cingulate_cortex_BA24	SNAP25
ENSG00000132639.8	370.2	Brain_Caudate_basal_ganglia	SNAP25
ENSG00000132639.8	3255.0	Brain_Cerebellar_Hemisphere	SNAP25
ENSG00000132639.8	1634.0	Brain_Cerebellum	SNAP25
ENSG00000132639.8	768.75	Brain_Cortex	SNAP25
ENSG00000132639.8	1907.0	Brain_Frontal_Cortex_BA9	SNAP25
ENSG00000132639.8	513.9	Brain_Hippocampus	SNAP25
ENSG00000132639.8	296.5	Brain_Hypothalamus	SNAP25
ENSG00000132639.8	485.3	Brain_Nucleus_accumbens_basal_ganglia	SNAP25
ENSG00000132639.8	254.3	Brain_Putamen_basal_ganglia	SNAP25
ENSG00000132639.8	76.04	Brain_Spinal_cord_cervical_c-1	SNAP25
ENSG00000132639.8	218.65	Brain_Substantia_nigra	SNAP25
ENSG00000132639.8	1.0555	Breast_Mammary_Tissue	SNAP25
ENSG00000132639.8	0.27925	Cells_EBV-transformed_lymphocytes	SNAP25
ENSG00000132639.8	0.9142	Cells_Transformed_fibroblasts	SNAP25
ENSG00000132639.8	0.589	Cervix_Ectocervix	SNAP25
ENSG00000132639.8	0.5057	Cervix_Endocervix	SNAP25
ENSG00000132639.8	6.508	Colon_Sigmoid	SNAP25
ENSG00000132639.8	2.0975	Colon_Transverse	SNAP25
ENSG00000132639.8	2.5225	Esophagus_Gastroesophageal_Junction	SNAP25
ENSG00000132639.8	0.56	Esophagus_Mucosa	SNAP25
ENSG00000132639.8	2.0485	Esophagus_Muscularis	SNAP25
ENSG00000132639.8	16.55	Fallopian_Tube	SNAP25
ENSG00000132639.8	2.573	Heart_Atrial_Appendage	SNAP25
ENSG00000132639.8	0.2627	Heart_Left_Ventricle	SNAP25
ENSG00000132639.8	1.105	Kidney_Cortex	SNAP25
ENSG00000132639.8	0.6134	Liver	SNAP25
ENSG00000132639.8	2.745	Lung	SNAP25
ENSG00000132639.8	0.6792	Minor_Salivary_Gland	SNAP25
ENSG00000132639.8	0.29835	Muscle_Skeletal	SNAP25
ENSG00000132639.8	1.1215	Nerve_Tibial	SNAP25
ENSG00000132639.8	18.95	Ovary	SNAP25
ENSG00000132639.8	2.0305	Pancreas	SNAP25
ENSG00000132639.8	111.5	Pituitary	SNAP25
ENSG00000132639.8	8.9605	Prostate	SNAP25
ENSG00000132639.8	0.6259	Skin_Not_Sun_Exposed_Suprapubic	SNAP25
ENSG00000132639.8	0.8006	Skin_Sun_Exposed_Lower_leg	SNAP25
ENSG00000132639.8	1.572	Small_Intestine_Terminal_Ileum	SNAP25
ENSG00000132639.8	0.2244	Spleen	SNAP25
ENSG00000132639.8	2.4265	Stomach	SNAP25
ENSG00000132639.8	7.903	Testis	SNAP25
ENSG00000132639.8	1.1735	Thyroid	SNAP25
ENSG00000132639.8	15.44	Uterus	SNAP25
ENSG00000132639.8	1.375	Vagina	SNAP25
ENSG00000132639.8	0.2826	Whole_Blood	SNAP25
ENSG00000258486.2	31.05	Adipose_Subcutaneous	RN7SL1
ENSG00000258486.2	40.07	Adipose_Visceral_Omentum	RN7SL1
ENSG00000258486.2	89.055	Adrenal_Gland	RN7SL1
ENSG00000258486.2	46.23	Artery_Aorta	RN7SL1
ENSG00000258486.2	37.48	Artery_Coronary	RN7SL1
ENSG00000258486.2	34.47	Artery_Tibial	RN7SL1
ENSG00000258486.2	26.44	Bladder	RN7SL1
ENSG00000258486.2	101.65	Brain_Amygdala	RN7SL1
ENSG00000258486.2	96.98	Brain_Anterior_cingulate_cortex_BA24	RN7SL1
ENSG00000258486.2	97.865	Brain_Caudate_basal_ganglia	RN7SL1
ENSG00000258486.2	98.36	Brain_Cerebellar_Hemisphere	RN7SL1
ENSG00000258486.2	195.4	Brain_Cerebellum	RN7SL1
ENSG00000258486.2	120.3	Brain_Cortex	RN7SL1
ENSG00000258486.2	81.15	Brain_Frontal_Cortex_BA9	RN7SL1
ENSG00000258486.2	77.85	Brain_Hippocampus	RN7SL1
ENSG00000258486.2	73.88	Brain_Hypothalamus	RN7SL1
ENSG00000258486.2	85.61	Brain_Nucleus_accumbens_basal_ganglia	RN7SL1
ENSG00000258486.2	99.325	Brain_Putamen_basal_ganglia	RN7SL1
ENSG00000258486.2	55.1	Brain_Spinal_cord_cervical_c-1	RN7SL1
ENSG00000258486.2	32.86	Brain_Substantia_nigra	RN7SL1
ENSG00000258486.2	29.055	Breast_Mammary_Tissue	RN7SL1
ENSG00000258486.2	44.09	Cells_EBV-transformed_lymphocytes	RN7SL1
ENSG00000258486.2	46.85	Cells_Transformed_fibroblasts	RN7SL1
ENSG00000258486.2	35.195	Cervix_Ectocervix	RN7SL1
ENSG00000258486.2	39.6	Cervix_Endocervix	RN7SL1
ENSG00000258486.2	34.9	Colon_Sigmoid	RN7SL1
ENSG00000258486.2	40.96	Colon_Transverse	RN7SL1
ENSG00000258486.2	32.635	Esophagus_Gastroesophageal_Junction	RN7SL1
ENSG00000258486.2	46.96	Esophagus_Mucosa	RN7SL1
ENSG00000258486.2	37.825	Esophagus_Muscularis	RN7SL1
ENSG00000258486.2	49.09	Fallopian_Tube	RN7SL1
ENSG00000258486.2	17.41	Heart_Atrial_Appendage	RN7SL1
ENSG00000258486.2	12.29	Heart_Left_Ventricle	RN7SL1
ENSG00000258486.2	50.09	Kidney_Cortex	RN7SL1
ENSG00000258486.2	50.27	Liver	RN7SL1
ENSG00000258486.2	55.5	Lung	RN7SL1
ENSG00000258486.2	104.3	Minor_Salivary_Gland	RN7SL1
ENSG00000258486.2	9.001	Muscle_Skeletal	RN7SL1
ENSG00000258486.2	30.32	Nerve_Tibial	RN7SL1
ENSG00000258486.2	57.53	Ovary	RN7SL1
ENSG00000258486.2	89.14	Pancreas	RN7SL1
ENSG00000258486.2	138.8	Pituitary	RN7SL1
ENSG00000258486.2	70.845	Prostate	RN7SL1
ENSG00000258486.2	30.23	Skin_Not_Sun_Exposed_Suprapubic	RN7SL1
ENSG00000258486.2	27.35	Skin_Sun_Exposed_Lower_leg	RN7SL1
ENSG00000258486.2	59.98	Small_Intestine_Terminal_Ileum	RN7SL1
ENSG00000258486.2	97.285	Spleen	RN7SL1
ENSG00000258486.2	52.55	Stomach	RN7SL1
ENSG00000258486.2	70.93	Testis	RN7SL1
ENSG00000258486.2	42.06	Thyroid	RN7SL1
ENSG00000258486.2	49.69	Uterus	RN7SL1
ENSG00000258486.2	33.73	Vagina	RN7SL1
ENSG00000258486.2	180.9	Whole_Blood	RN7SL1
ENSG00000143933.12	504.6	Adipose_Subcutaneous	CALM2
ENSG00000143933.12	453.7	Adipose_Visceral_Omentum	CALM2
ENSG00000143933.12	532.25	Adrenal_Gland	CALM2
ENSG00000143933.12	844.6	Artery_Aorta	CALM2
ENSG00000143933.12	831.1	Artery_Coronary	CALM2
ENSG00000143933.12	911.4	Artery_Tibial	CALM2
ENSG00000143933.12	455.0	Bladder	CALM2
ENSG00000143933.12	849.9	Brain_Amygdala	CALM2
ENSG00000143933.12	972.4	Brain_Anterior_cingulate_cortex_BA24	CALM2
ENSG00000143933.12	872.45	Brain_Caudate_basal_ganglia	CALM2
ENSG00000143933.12	1509.0	Brain_Cerebellar_Hemisphere	CALM2
ENSG00000143933.12	1042.0	Brain_Cerebellum	CALM2
ENSG00000143933.12	896.05	Brain_Cortex	CALM2
ENSG00000143933.12	1527.0	Brain_Frontal_Cortex_BA9	CALM2
ENSG00000143933.12	894.4	Brain_Hippocampus	CALM2
ENSG00000143933.12	1020.0	Brain_Hypothalamus	CALM2
ENSG00000143933.12	987.1	Brain_Nucleus_accumbens_basal_ganglia	CALM2
ENSG00000143933.12	661.75	Brain_Putamen_basal_ganglia	CALM2
ENSG00000143933.12	1215.0	Brain_Spinal_cord_cervical_c-1	CALM2
ENSG00000143933.12	872.8	Brain_Substantia_nigra	CALM2
ENSG00000143933.12	523.9	Breast_Mammary_Tissue	CALM2
ENSG00000143933.12	561.4	Cells_EBV-transformed_lymphocytes	CALM2
ENSG00000143933.12	696.9	Cells_Transformed_fibroblasts	CALM2
ENSG00000143933.12	538.3	Cervix_Ectocervix	CALM2
ENSG00000143933.12	612.4	Cervix_Endocervix	CALM2
ENSG00000143933.12	793.3	Colon_Sigmoid	CALM2
ENSG00000143933.12	581.45	Colon_Transverse	CALM2
ENSG00000143933.12	758.8	Esophagus_Gastroesophageal_Junction	CALM2
ENSG00000143933.12	331.4	Esophagus_Mucosa	CALM2
ENSG00000143933.12	798.05	Esophagus_Muscularis	CALM2
ENSG00000143933.12	701.4	Fallopian_Tube	CALM2
ENSG00000143933.12	234.3	Heart_Atrial_Appendage	CALM2
ENSG00000143933.12	200.6	Heart_Left_Ventricle	CALM2
ENSG00000143933.12	305.9	Kidney_Cortex	CALM2
ENSG00000143933.12	177.9	Liver	CALM2
ENSG00000143933.12	624.2	Lung	CALM2
ENSG00000143933.12	432.2	Minor_Salivary_Gland	CALM2
ENSG00000143933.12	129.35	Muscle_Skeletal	CALM2
ENSG00000143933.12	1094.0	Nerve_Tibial	CALM2
ENSG00000143933.12	597.5	Ovary	CALM2
ENSG00000143933.12	99.895	Pancreas	CALM2
ENSG00000143933.12	627.6	Pituitary	CALM2
ENSG00000143933.12	478.95	Prostate	CALM2
ENSG00000143933.12	366.2	Skin_Not_Sun_Exposed_Suprapubic	CALM2
ENSG00000143933.12	361.4	Skin_Sun_Exposed_Lower_leg	CALM2
ENSG00000143933.12	530.6	Small_Intestine_Terminal_Ileum	CALM2
ENSG00000143933.12	692.3	Spleen	CALM2
ENSG00000143933.12	260.95	Stomach	CALM2
ENSG00000143933.12	837.3	Testis	CALM2
ENSG00000143933.12	527.65	Thyroid	CALM2
ENSG00000143933.12	772.0	Uterus	CALM2
ENSG00000143933.12	468.6	Vagina	CALM2
ENSG00000143933.12	248.7	Whole_Blood	CALM2
ENSG00000251562.3	227.9	Adipose_Subcutaneous	MALAT1
ENSG00000251562.3	282.9	Adipose_Visceral_Omentum	MALAT1
ENSG00000251562.3	211.9	Adrenal_Gland	MALAT1
ENSG00000251562.3	379.9	Artery_Aorta	MALAT1
ENSG00000251562.3	301.3	Artery_Coronary	MALAT1
ENSG00000251562.3	400.6	Artery_Tibial	MALAT1
ENSG00000251562.3	426.8	Bladder	MALAT1
ENSG00000251562.3	92.945	Brain_Amygdala	MALAT1
ENSG00000251562.3	115.3	Brain_Anterior_cingulate_cortex_BA24	MALAT1
ENSG00000251562.3	193.45	Brain_Caudate_basal_ganglia	MALAT1
ENSG00000251562.3	427.05	Brain_Cerebellar_Hemisphere	MALAT1
ENSG00000251562.3	366.7	Brain_Cerebellum	MALAT1
ENSG00000251562.3	109.55	Brain_Cortex	MALAT1
ENSG00000251562.3	132.5	Brain_Frontal_Cortex_BA9	MALAT1
ENSG00000251562.3	117.2	Brain_Hippocampus	MALAT1
ENSG00000251562.3	113.7	Brain_Hypothalamus	MALAT1
ENSG00000251562.3	153.1	Brain_Nucleus_accumbens_basal_ganglia	MALAT1
ENSG00000251562.3	165.2	Brain_Putamen_basal_ganglia	MALAT1
ENSG00000251562.3	169.6	Brain_Spinal_cord_cervical_c-1	MALAT1
ENSG00000251562.3	92.305	Brain_Substantia_nigra	MALAT1
ENSG00000251562.3	250.2	Breast_Mammary_Tissue	MALAT1
ENSG00000251562.3	251.0	Cells_EBV-transformed_lymphocytes	MALAT1
ENSG00000251562.3	131.9	Cells_Transformed_fibroblasts	MALAT1
ENSG00000251562.3	426.65	Cervix_Ectocervix	MALAT1
ENSG00000251562.3	393.7	Cervix_Endocervix	MALAT1
ENSG00000251562.3	338.9	Colon_Sigmoid	MALAT1
ENSG00000251562.3	218.75	Colon_Transverse	MALAT1
ENSG00000251562.3	325.5	Esophagus_Gastroesophageal_Junction	MALAT1
ENSG00000251562.3	172.6	Esophagus_Mucosa	MALAT1
ENSG00000251562.3	298.65	Esophagus_Muscularis	MALAT1
ENSG00000251562.3	367.0	Fallopian_Tube	MALAT1
ENSG00000251562.3	201.3	Heart_Atrial_Appendage	MALAT1
ENSG00000251562.3	129.7	Heart_Left_Ventricle	MALAT1
ENSG00000251562.3	236.5	Kidney_Cortex	MALAT1
ENSG00000251562.3	43.95	Liver	MALAT1
ENSG00000251562.3	417.1	Lung	MALAT1
ENSG00000251562.3	250.9	Minor_Salivary_Gland	MALAT1
ENSG00000251562.3	116.9	Muscle_Skeletal	MALAT1
ENSG00000251562.3	561.8	Nerve_Tibial	MALAT1
ENSG00000251562.3	863.7	Ovary	MALAT1
ENSG00000251562.3	91.425	Pancreas	MALAT1
ENSG00000251562.3	474.3	Pituitary	MALAT1
ENSG00000251562.3	462.65	Prostate	MALAT1
ENSG00000251562.3	493.2	Skin_Not_Sun_Exposed_Suprapubic	MALAT1
ENSG00000251562.3	396.6	Skin_Sun_Exposed_Lower_leg	MALAT1
ENSG00000251562.3	173.6	Small_Intestine_Terminal_Ileum	MALAT1
ENSG00000251562.3	203.1	Spleen	MALAT1
ENSG00000251562.3	134.55	Stomach	MALAT1
ENSG00000251562.3	120.4	Testis	MALAT1
ENSG00000251562.3	715.8	Thyroid	MALAT1
ENSG00000251562.3	460.8	Uterus	MALAT1
ENSG00000251562.3	430.0	Vagina	MALAT1
ENSG00000251562.3	117.9	Whole_Blood	MALAT1
ENSG00000120885.15	356.3	Adipose_Subcutaneous	CLU
ENSG00000120885.15	281.2	Adipose_Visceral_Omentum	CLU
ENSG00000120885.15	1022.0	Adrenal_Gland	CLU
ENSG00000120885.15	1563.0	Artery_Aorta	CLU
ENSG00000120885.15	1012.0	Artery_Coronary	CLU
ENSG00000120885.15	1311.0	Artery_Tibial	CLU
ENSG00000120885.15	530.1	Bladder	CLU
ENSG00000120885.15	944.95	Brain_Amygdala	CLU
ENSG00000120885.15	1093.0	Brain_Anterior_cingulate_cortex_BA24	CLU
ENSG00000120885.15	1180.0	Brain_Caudate_basal_ganglia	CLU
ENSG00000120885.15	870.6	Brain_Cerebellar_Hemisphere	CLU
ENSG00000120885.15	1097.0	Brain_Cerebellum	CLU
ENSG00000120885.15	1271.0	Brain_Cortex	CLU
ENSG00000120885.15	1225.0	Brain_Frontal_Cortex_BA9	CLU
ENSG00000120885.15	705.3	Brain_Hippocampus	CLU
ENSG00000120885.15	832.0	Brain_Hypothalamus	CLU
ENSG00000120885.15	1079.0	Brain_Nucleus_accumbens_basal_ganglia	CLU
ENSG00000120885.15	1020.5	Brain_Putamen_basal_ganglia	CLU
ENSG00000120885.15	958.5	Brain_Spinal_cord_cervical_c-1	CLU
ENSG00000120885.15	905.75	Brain_Substantia_nigra	CLU
ENSG00000120885.15	325.8	Breast_Mammary_Tissue	CLU
ENSG00000120885.15	1.5585	Cells_EBV-transformed_lymphocytes	CLU
ENSG00000120885.15	17.4	Cells_Transformed_fibroblasts	CLU
ENSG00000120885.15	364.2	Cervix_Ectocervix	CLU
ENSG00000120885.15	765.0	Cervix_Endocervix	CLU
ENSG00000120885.15	458.1	Colon_Sigmoid	CLU
ENSG00000120885.15	126.85	Colon_Transverse	CLU
ENSG00000120885.15	381.85	Esophagus_Gastroesophageal_Junction	CLU
ENSG00000120885.15	100.9	Esophagus_Mucosa	CLU
ENSG00000120885.15	376.35	Esophagus_Muscularis	CLU
ENSG00000120885.15	634.3	Fallopian_Tube	CLU
ENSG00000120885.15	92.17	Heart_Atrial_Appendage	CLU
ENSG00000120885.15	30.74	Heart_Left_Ventricle	CLU
ENSG00000120885.15	185.4	Kidney_Cortex	CLU
ENSG00000120885.15	732.9	Liver	CLU
ENSG00000120885.15	282.4	Lung	CLU
ENSG00000120885.15	339.4	Minor_Salivary_Gland	CLU
ENSG00000120885.15	11.335	Muscle_Skeletal	CLU
ENSG00000120885.15	882.35	Nerve_Tibial	CLU
ENSG00000120885.15	260.1	Ovary	CLU
ENSG00000120885.15	223.85	Pancreas	CLU
ENSG00000120885.15	132.1	Pituitary	CLU
ENSG00000120885.15	267.0	Prostate	CLU
ENSG00000120885.15	71.59	Skin_Not_Sun_Exposed_Suprapubic	CLU
ENSG00000120885.15	85.93	Skin_Sun_Exposed_Lower_leg	CLU
ENSG00000120885.15	127.7	Small_Intestine_Terminal_Ileum	CLU
ENSG00000120885.15	56.61	Spleen	CLU
ENSG00000120885.15	180.25	Stomach	CLU
ENSG00000120885.15	1112.0	Testis	CLU
ENSG00000120885.15	936.0	Thyroid	CLU
ENSG00000120885.15	474.4	Uterus	CLU
ENSG00000120885.15	247.4	Vagina	CLU
ENSG00000120885.15	50.49	Whole_Blood	CLU
ENSG00000131095.7	1.9345	Adipose_Subcutaneous	GFAP
ENSG00000131095.7	1.196	Adipose_Visceral_Omentum	GFAP
ENSG00000131095.7	0.8084	Adrenal_Gland	GFAP
ENSG00000131095.7	2.917	Artery_Aorta	GFAP
ENSG00000131095.7	2.048	Artery_Coronary	GFAP
ENSG00000131095.7	1.386	Artery_Tibial	GFAP
ENSG00000131095.7	0.3757	Bladder	GFAP
ENSG00000131095.7	1669.5	Brain_Amygdala	GFAP
ENSG00000131095.7	1027.0	Brain_Anterior_cingulate_cortex_BA24	GFAP
ENSG00000131095.7	1577.5	Brain_Caudate_basal_ganglia	GFAP
ENSG00000131095.7	600.35	Brain_Cerebellar_Hemisphere	GFAP
ENSG00000131095.7	696.6	Brain_Cerebellum	GFAP
ENSG00000131095.7	1200.5	Brain_Cortex	GFAP
ENSG00000131095.7	961.1	Brain_Frontal_Cortex_BA9	GFAP
ENSG00000131095.7	2225.0	Brain_Hippocampus	GFAP
ENSG00000131095.7	3809.0	Brain_Hypothalamus	GFAP
ENSG00000131095.7	913.3	Brain_Nucleus_accumbens_basal_ganglia	GFAP
ENSG00000131095.7	985.9	Brain_Putamen_basal_ganglia	GFAP
ENSG00000131095.7	12710.0	Brain_Spinal_cord_cervical_c-1	GFAP
ENSG00000131095.7	4370.5	Brain_Substantia_nigra	GFAP
ENSG00000131095.7	2.8345	Breast_Mammary_Tissue	GFAP
ENSG00000131095.7	0.5458	Cells_EBV-transformed_lymphocytes	GFAP
ENSG00000131095.7	0.5794	Cells_Transformed_fibroblasts	GFAP
ENSG00000131095.7	0.1754	Cervix_Ectocervix	GFAP
ENSG00000131095.7	0.5377	Cervix_Endocervix	GFAP
ENSG00000131095.7	0.8909	Colon_Sigmoid	GFAP
ENSG00000131095.7	0.48395	Colon_Transverse	GFAP
ENSG00000131095.7	0.8046	Esophagus_Gastroesophageal_Junction	GFAP
ENSG00000131095.7	0.3293	Esophagus_Mucosa	GFAP
ENSG00000131095.7	0.6024	Esophagus_Muscularis	GFAP
ENSG00000131095.7	0.3573	Fallopian_Tube	GFAP
ENSG00000131095.7	2.025	Heart_Atrial_Appendage	GFAP
ENSG00000131095.7	1.404	Heart_Left_Ventricle	GFAP
ENSG00000131095.7	0.6082	Kidney_Cortex	GFAP
ENSG00000131095.7	0.3171	Liver	GFAP
ENSG00000131095.7	0.9208	Lung	GFAP
ENSG00000131095.7	1.129	Minor_Salivary_Gland	GFAP
ENSG00000131095.7	0.6061	Muscle_Skeletal	GFAP
ENSG00000131095.7	13.265	Nerve_Tibial	GFAP
ENSG00000131095.7	0.6324	Ovary	GFAP
ENSG00000131095.7	0.4857	Pancreas	GFAP
ENSG00000131095.7	16.25	Pituitary	GFAP
ENSG00000131095.7	0.8263	Prostate	GFAP
ENSG00000131095.7	0.8999	Skin_Not_Sun_Exposed_Suprapubic	GFAP
ENSG00000131095.7	0.9621	Skin_Sun_Exposed_Lower_leg	GFAP
ENSG00000131095.7	0.4377	Small_Intestine_Terminal_Ileum	GFAP
ENSG00000131095.7	0.4512	Spleen	GFAP
ENSG00000131095.7	0.413	Stomach	GFAP
ENSG00000131095.7	1.5	Testis	GFAP
ENSG00000131095.7	1.3725	Thyroid	GFAP
ENSG00000131095.7	0.3869	Uterus	GFAP
ENSG00000131095.7	0.6249	Vagina	GFAP
